request,PS_g,PS_r,PS_i,PS_z,PS_y,p,pe
1005424424923592320,19.1094,18.9786,18.962601,19.036301,19.0758,10.23637594,0.331339038
1005751495272679296,19.8018,19.417601,19.241199,19.1994,19.1931,10.42609607,0.503451731
1005909000316328192,19.0963,18.800501,18.7899,18.8368,19.482,10.70908518,0.304591934
1006362377061156352,18.3904,18.3834,18.440201,18.5375,18.568899,11.15618644,0.174965416
1006934917677675392,18.5662,18.5257,18.5632,18.670601,18.7367,10.35425096,0.216250909
1007300574013875584,18.428699,18.2307,18.1873,18.2108,18.2509,11.53295106,0.173611981
1007682723024253184,18.741501,18.0249,17.7001,17.5888,17.5068,25.33478527,0.190580735
1008714030571152128,15.8602,16.1465,16.432699,16.6751,16.821199,10.26346883,0.059889921
1009518284670371840,18.02029991,18.04870033,18.13879967,18.28230095,18.37479973,10.63060215,0.171256265
1010300965150157824,19.701599,18.955,18.6649,18.5562,18.5266,17.27484255,0.386966001
1011466005095102464,19.25169945,18.6923008,18.47229958,18.43330002,18.46809959,16.11065631,0.297335333
1011870071322756096,18.51729965,18.38619995,18.3878994,18.40309906,18.49360085,13.46531646,0.218452558
1012210992942502144,20.33399963,19.41699982,19.03140068,19.0720005,19.07830048,11.65386957,0.41573947
1012271221268203136,19.786699,18.735901,18.253799,18.0944,18.0214,24.12196508,0.296025114
1014142383899931392,0,0,0,0,0,12.9946311,0.37152894
1014548520302641536,17.19860077,17.18980026,17.24609947,17.36910057,17.39730072,11.68389402,0.123405322
1014793672740325248,18.55900002,18.48570061,18.53580093,18.61129951,18.68280029,10.48127563,0.208277231
1015768939554753920,19.502199,19.0744,18.9009,18.801001,18.829201,11.77338571,0.319844427
1015799828959492352,19.990801,19.510201,19.2852,19.2152,19.224701,11.06124817,0.397569945
1016560970179771264,18.6529007,18.53569984,18.54879951,18.60169983,18.66600037,10.14466076,0.239291411
1016617865610081152,18.14410019,18.07130051,18.1147995,18.20529938,18.25379944,13.29151716,0.172127303
101673523847748736,0,0,0,0,0,16.00289487,0.25438641
1017803276584446336,19.809299,19.1891,18.934299,18.811899,18.805799,12.04155811,0.408803267
1017868869324495488,0,0,0,0,0,12.50323832,0.524420061
1018214665731836032,19.0427,18.5588,18.397301,18.3634,18.2861,13.48652335,0.241541755
101854122928108288,17.5263,17.496099,17.583401,17.6952,17.7883,13.55614934,0.121758496
1018659143306715392,0,0,0,0,0,13.89087024,0.464062759
1019874314110122368,16.1310997,16.35289955,16.61910057,16.85169983,16.98390007,11.34364728,0.067050546
1020076452450631296,18.802,18.108,17.833,17.734,17.692,21.58537242,0.177124737
1020158400426591872,17.18880081,17.2052002,17.33539963,17.48500061,17.59029961,13.59321533,0.10515233
102038286830643840,18.9890995,18.55220032,18.3621006,18.31879997,18.27009964,14.88211267,0.263224754
1020653077580086784,15.179,15.178,15.274,15.404,15.484,36.3075912,0.047967572
1020868302685710848,19.617701,19.179501,18.9921,18.986099,18.8843,10.75502195,0.31092475
1021408850089922560,18.08270073,18.10269928,18.19129944,18.32180023,18.37000084,11.0536973,0.162963246
1022128244227188224,16.75270081,16.83029938,16.97800064,17.15710068,17.24060059,14.61429539,0.083218823
1022470261063639808,15.42140007,15.70909977,15.98219967,16.23290062,16.40239906,13.75660476,0.061291479
1025040880593486720,19.0795002,18.86610031,18.82600021,18.87350082,18.90500069,11.39053323,0.233545555
1025090152458148096,19.835199,19.063101,18.737801,18.6234,18.537399,15.35250244,0.368039497
1026185403478262912,19.9065,19.323299,19.084299,19.044399,18.9513,11.19180015,0.34346954
1026249243872649856,19.3102,18.9561,18.848499,18.820601,18.771799,10.65959901,0.230397272
1026514226174393344,19.3627,19.1236,19.0422,19.0781,19.064501,10.64418594,0.258664712
1027695136022450432,19.1633,18.819599,18.701799,18.6833,18.7167,13.3701263,0.299181941
1027704894188127232,17.48550034,17.35759926,17.33950043,17.39150047,17.43829918,10.81894122,0.118881657
1028072371590379136,19.18980026,18.44650078,18.10390091,17.97540092,17.93199921,20.90344137,0.212103462
102847359885208704,0,0,0,0,0,10.49738456,0.353447157
1028955489881696768,17.2416,17.2981,17.4209,17.576099,17.6866,10.86462064,0.106125777
1029968414968983424,17.6317997,17.67819977,17.76709938,17.90229988,18.03750038,13.13832928,0.146486376
1030289712881895296,18.2215004,18.16970062,18.27000046,18.3586998,18.47030067,10.32083613,0.172376647
1030381796981255936,18.4564991,18.26910019,18.23609924,18.27930069,18.24309921,10.93143274,0.169443066
1030621658018969856,18.71649933,18.55130005,18.53639984,18.57480049,18.67000008,10.93732754,0.259448707
1031832946170531456,17.48259926,17.54520035,17.64679909,17.77820015,17.88870049,12.95337732,0.14335394
1032545631568349056,18.91749954,18.74279976,18.72750092,18.78879929,18.7840004,10.01715923,0.255628673
1032793743239555712,0,0,0,0,0,12.12527628,0.435510506
1032919057500263552,0,0,0,0,0,10.93787631,0.80708196
1032933449935852416,0,0,0,0,0,10.78261188,0.612811044
1033040583599433728,0,0,0,0,0,11.86549076,0.439536125
1034060277555338368,17.325899,17.393,17.563101,17.712999,17.829901,10.22818551,0.105824457
103440095437050752,17.811001,17.7138,17.743401,17.795401,17.8269,12.02683095,0.137289491
1034473453408991360,19.204599,18.8274,18.674999,18.6313,18.594,12.8091298,0.242172041
1034734243823264000,0,0,0,0,0,13.55535345,0.351547557
1035126803834023296,17.83390045,17.5958004,17.54879951,17.56739998,17.6595993,18.351678,0.113341556
1035222289547372800,17.71759987,17.62360001,17.63999939,17.72369957,17.73590088,16.75097018,0.122419488
1035772904354245120,19.372101,18.6698,18.4032,18.3151,18.2591,17.44232513,0.260987954
1035806851776104448,16.64439964,16.73209953,16.87490082,17.03770065,17.13549995,12.71432531,0.075975149
1036295206737529856,19.47780037,18.89579964,18.65620041,18.57620049,18.53969955,10.75549064,0.297201902
1038018828652951296,19.6714,19.1071,18.8466,18.755501,18.688499,13.18584976,0.350302503
1038360708050042496,19.3354,19.065901,18.9944,19.0005,18.9587,11.39148404,0.319096467
1038500174228188416,18.67270088,18.50959969,18.47179985,18.52389908,18.50370026,12.80921989,0.225442324
1038689805623461376,17.829901,17.8892,17.9842,18.164301,18.123301,11.06616749,0.136728153
