request,su,sg,sr,si,sz,PS_g,PS_r,PS_i,PS_z,PS_y
Gaia DR2 257469717298711040,0,0,0,0,0,18.614901,18.4258,18.368401,18.3946,18.4673
Gaia DR2 2574761734934286848,17.771,17.353,17.263,17.262,17.35,17.3477,17.2754,17.2964,17.367001,17.4146
Gaia DR2 2574848772446200960,18.34206,17.92777,17.81223,17.79258,17.82738,17.90769959,17.81830025,17.8185997,17.89259911,17.95890045
Gaia DR2 2575509780797922176,19.647,19.16,18.953,18.916,18.951,19.1213,18.983101,18.928499,18.9585,19.005899
Gaia DR2 2576459518326275072,20.526,19.568,19.132,18.853,18.929,19.496599,19.113199,18.9681,18.9247,18.9377
Gaia DR2 2576468559232835456,16.18,15.9,16.14,16.36,16.61,15.91940022,16.14760017,16.39080048,16.61470032,16.79360008
Gaia DR2 2576622898882026624,18.87,18.55,18.52,18.55,18.62,18.5230999,18.52300072,18.58989906,18.68079948,18.77860069
Gaia DR2 2576868330493192064,20.708,19.443,18.873,18.645,18.578,19.3706,18.868,18.688101,18.612499,18.605
Gaia DR2 2577467770489127296,18.086,17.617,17.631,17.683,17.79,17.629499,17.641399,17.714899,17.819,17.926001
Gaia DR2 257771743696047744,0,0,0,0,0,0,0,0,0,0
Gaia DR2 257797990240667520,0,0,0,0,0,18.030199,17.6506,17.4986,17.4778,17.469601
Gaia DR2 2579266674591294464,21.347,19.463,18.716,18.396,18.288,19.370399,18.7043,18.428101,18.315701,18.294901
Gaia DR2 2579280762084084736,19.674,18.943,18.706,18.604,18.549,18.91810036,18.64990044,18.60440063,18.61109924,18.62520027
Gaia DR2 2580559257884206976,17.94,17.477,17.33,17.328,17.409,17.451401,17.3421,17.3381,17.3873,17.4387
Gaia DR2 258068813702377088,0,0,0,0,0,18.158199,18.029699,18.046301,18.1546,18.1933
Gaia DR2 2581058706745690752,18.99,18.62,18.4,18.36,18.35,0,0,0,0,0
Gaia DR2 2581380077674117120,14.196,14.269,14.643,14.992,15.321,0,0,0,0,0
Gaia DR2 2582027002828197504,18.43,18.053,17.901,17.972,18.035,18.016899,17.937201,17.9741,18.0494,18.0933
Gaia DR2 2582335342824976768,17.095,16.372,16.035,15.904,15.908,16.3209,16.037201,15.9478,15.9358,15.9532
Gaia DR2 2582416710980577792,19.003,18.455,18.247,18.199,18.233,18.446699,18.249001,18.2386,18.2817,18.3235
Gaia DR2 2583211103836375296,19.208,18.764,18.696,18.695,18.808,18.7474,18.686001,18.7148,18.8001,18.7953
Gaia DR2 2583248384152322048,20.109,19.112,18.641,18.482,18.396,19.068701,18.660101,18.527,18.478901,18.4401
Gaia DR2 2583365245917474816,24.579,20.716,19.602,19.121,18.802,0,0,0,0,0
Gaia DR2 2583651904920127232,19.85,18.98,18.65,18.51,18.45,18.96279907,18.63689995,18.51639938,18.5189991,18.47789955
Gaia DR2 2583851917252389888,16.812,16.67,16.802,16.967,17.151,16.712999,16.813299,16.9949,17.154699,17.328501
Gaia DR2 2583892972844696448,19.35,18.8,18.56,18.66,18.68,18.78050041,18.59420013,18.66710091,18.75329971,18.61450005
Gaia DR2 258439731372229120,0,0,0,0,0,15.8232,16.0002,16.190001,16.347099,16.4879
Gaia DR2 2585189473147457408,14.981,14.621,14.556,14.609,14.595,14.42240047,14.42389965,14.48820019,14.58580017,14.67520046
Gaia DR2 2585306399337120128,16.261,16.043,16.359,16.621,16.871,16.06979942,16.36809921,16.64240074,16.88940048,17.0428009
Gaia DR2 2585711397573234816,17.512,17.313,17.397,17.519,17.65,17.3477,17.3939,17.5418,17.6998,17.790701
Gaia DR2 2586182156053386240,20.842,19.311,18.997,18.932,18.985,19.21269989,18.98480034,18.96419907,19.0510006,19.04260063
Gaia DR2 2587268134239449728,14.547,14.165,14.426,14.645,14.932,14.2555,14.4235,14.7013,14.9132,15.0413
Gaia DR2 2587491678697364224,18.10772,17.67076,17.61481,17.6451,17.70177,17.70050049,17.62529945,17.66869926,17.75740051,17.81389999
Gaia DR2 258761510321879424,0,0,0,0,0,16.528,16.497,16.555,16.658,16.738
Gaia DR2 2587993017344962688,21.41063,20.01783,19.39303,19.26437,19.81201,19.95919991,19.45590019,19.2845993,19.45190048,19.54019928
Gaia DR2 2588874825669925504,17.49155,17.03336,16.94857,16.94137,16.98941,17.01729965,16.93449974,16.98019981,17.02610016,17.03980064
Gaia DR2 2589304876450784128,15.43,14.978,14.898,14.9,14.977,0,0,0,0,0
Gaia DR2 2589614865714845312,20.593,19.024,18.335,18.068,17.991,18.9471,18.329901,18.104601,17.9816,17.995001
Gaia DR2 2589844972883309568,19.575,18.915,18.592,18.493,18.488,18.905199,18.5928,18.5186,18.4869,18.5846
Gaia DR2 2590924250920129920,19.44848,18.71564,18.42427,18.36753,18.38846,18.66640091,18.42040062,18.34090042,18.35790062,18.3560009
Gaia DR2 2591091789004351104,17.26901,16.93566,16.96809,17.03349,17.18025,16.94930077,16.97800064,17.06719971,17.18079948,17.28249931
Gaia DR2 2591754107321120896,14.041,13.833,13.973,13.995,14.172,13.83710003,13.90540028,14.02929974,14.14330006,14.26480007
Gaia DR2 2593884960855727872,17.614,17.212,17.214,17.246,17.354,17.2132,17.209,17.281799,17.3895,17.5033
Gaia DR2 2595061468364389888,0,0,0,0,0,18.74489975,18.24489975,18.05739975,18.00440025,17.96030045
Gaia DR2 2595983649380303360,0,0,0,0,0,18.2626,18.4918,18.741301,18.983999,19.125
Gaia DR2 2596855871338756352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2597023649941118336,0,0,0,0,0,18.9881,18.8004,18.795099,18.823099,18.8281
Gaia DR2 2597045159136913536,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2599785210833251712,0,0,0,0,0,17.0093,17.1215,17.295099,17.4718,17.576401
Gaia DR2 2600033326799287296,0,0,0,0,0,15.13689995,15.04839993,15.07970047,15.1473999,15.19099998
Gaia DR2 2600575244297424128,0,0,0,0,0,17.6649,17.6933,17.804501,17.9384,18.055901
Gaia DR2 2600672482356716416,0,0,0,0,0,17.704,17.432699,17.3498,17.3748,17.386999
Gaia DR2 260218878625842816,0,0,0,0,0,15.97649956,15.95419979,16.01880074,16.12080002,16.19529915
Gaia DR2 2602732834003669888,0,0,0,0,0,16.966101,17.0378,17.139099,17.2777,17.395
Gaia DR2 2603202772145583872,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2603274858876574720,0,0,0,0,0,15.5073,15.8566,16.1677,16.4382,16.610901
Gaia DR2 2603819009757977088,0,0,0,0,0,18.5467,18.118799,18.0114,17.975599,17.9944
Gaia DR2 2603853335136175744,0,0,0,0,0,16.8887,16.9758,17.126699,17.3188,17.4326
Gaia DR2 2604297537833785472,0,0,0,0,0,18.441299,18.3589,18.405001,18.490801,18.557301
Gaia DR2 2605704981437044864,0,0,0,0,0,17.1675,17.1607,17.2687,17.3944,17.4909
Gaia DR2 2606341701748795776,22.175,20.787,19.846,19.542,19.274,0,0,0,0,0
Gaia DR2 2606779964507034240,17.19,17.061,17.214,17.379,17.565,17.1028,17.231701,17.4027,17.5811,17.6989
Gaia DR2 2606979835105147520,21.911,19.945,19.15,18.91,18.752,0,0,0,0,0
Gaia DR2 260698540568207104,0,0,0,0,0,20.143,19.507401,19.238501,19.133699,19.0923
Gaia DR2 2607380156121387648,19.74,18.93,18.58,18.45,18.41,18.88489914,18.56769943,18.46150017,18.4489994,18.47089958
Gaia DR2 2607737016363846272,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2608247533357159424,17.37049,17.02789,17.00965,17.05146,17.13107,17.02070045,17.02160072,17.08029938,17.20140076,17.2560997
Gaia DR2 26090380135117056,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2609067704606647680,17.97146,17.49619,17.35088,17.33665,17.33075,17.503,17.361,17.361,17.421,17.48
Gaia DR2 260932354294084480,0,0,0,0,0,19.4244,18.8717,18.6488,18.5965,18.5221
Gaia DR2 2610488514148351360,17.235,16.66,16.405,16.362,16.376,16.555,16.367,16.321,16.307,16.367
Gaia DR2 261179813130106880,0,0,0,0,0,19.8848,19.3874,19.1992,19.148899,19.195601
Gaia DR2 261268495614869888,0,0,0,0,0,17.824499,17.480801,17.3641,17.346901,17.306
Gaia DR2 2614758291460624128,0,0,0,0,0,19.599701,18.798901,18.4673,18.3472,18.2848
Gaia DR2 2615511422565919616,0,0,0,0,0,18.781601,18.5532,18.4858,18.531401,18.547199
Gaia DR2 261664427174056320,0,0,0,0,0,15.2745,15.3214,15.4397,15.5752,15.6832
Gaia DR2 261671470922942976,0,0,0,0,0,17.6322,17.541599,17.555401,17.6224,17.7001
Gaia DR2 2622700373185644800,19.505,18.804,18.477,18.406,18.343,18.761801,18.514099,18.4373,18.448601,18.500401
Gaia DR2 262331517199022080,0,0,0,0,0,19.0811,18.9531,18.974899,19.013399,19.084299
Gaia DR2 262392986771354496,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2624654072204568448,16.6,16.584,16.789,17.017,17.214,16.632799,16.8256,17.028999,17.2372,17.3347
Gaia DR2 2625527084437039744,18.199,17.791,17.71,17.732,17.79,17.775,17.7118,17.746,17.8001,17.8871
Gaia DR2 2625541412447911424,20.552,18.968,18.296,18.024,17.899,18.8841,18.304001,18.0467,17.983,17.9422
Gaia DR2 2625750938132516224,16.031,15.753,16.044,16.313,16.548,0,0,0,0,0
Gaia DR2 2625820512307604352,20.285,19.395,18.988,18.916,18.86,0,0,0,0,0
Gaia DR2 262630206404461696,0,0,0,0,0,18.617001,18.462799,18.471701,18.533701,18.6145
Gaia DR2 2630076966632012160,15.85323,15.42525,15.4562,15.56129,15.70914,15.43449974,15.47469997,15.58780003,15.7177,15.82409954
Gaia DR2 2630637923720602112,15.786,15.4,15.591,15.793,16.017,15.4103,15.6019,15.8211,16.027399,16.146601
Gaia DR2 2631876970245863552,15.804,15.428,15.374,15.408,15.492,15.438,15.365,15.432,15.522,15.612
Gaia DR2 2631967439437024384,20.62,18.747,17.801,17.447,17.287,18.621,17.82,17.478,17.345,17.272
Gaia DR2 2632243897891836160,17.45,16.77,16.474,16.35,16.312,16.743401,16.4648,16.3878,16.3657,16.370701
Gaia DR2 2632639545983774848,17.688,17.653,17.708,17.833,18.032,17.681601,17.7131,17.869499,18.0525,18.1805
Gaia DR2 2632899099449032576,23.038,20.786,19.877,19.548,19.326,0,0,0,0,0
Gaia DR2 2633635394281022208,17.494,17.075,17.163,17.303,17.508,17.0753,17.1733,17.354,17.5098,17.6182
Gaia DR2 263427150472785024,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2636318649330041216,19.515,18.825,18.584,18.419,18.444,18.7707,18.5506,18.4389,18.411699,18.0968
Gaia DR2 2636996807485877248,21.573,19.897,19.225,19.036,19.245,0,0,0,0,0
Gaia DR2 2637042196700093056,20.796,19.71,19.172,18.968,18.841,19.6513,19.1933,18.995899,18.985001,18.979601
Gaia DR2 2637741490390750080,18.98,17.582,16.922,16.653,16.58,17.479,16.911,16.666,16.593,16.553
Gaia DR2 2638053472519840256,19.63,19,18.72,18.67,18.73,18.98310089,18.7567997,18.68959999,18.74679947,18.8458004
Gaia DR2 2638553754605793408,17.21,16.418,16.226,16.191,16.227,16.435,16.226,16.22,16.245,16.29
Gaia DR2 263953434288520704,0,0,0,0,0,18.8377,18.544201,18.4559,18.429399,18.4396
Gaia DR2 2639615638024336128,19.842,18.524,17.97,17.736,17.601,18.441999,17.954399,17.7759,17.697201,17.697001
Gaia DR2 264018412848580352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2641576685735609472,21.963,19.921,19.017,18.671,18.522,0,0,0,0,0
Gaia DR2 2643629405222112256,20.386,19.27,18.804,18.633,18.599,19.189301,18.807199,18.6444,18.5909,18.617399
Gaia DR2 2644672498158933248,22.04652,19.9034,18.95624,18.6029,18.45471,19.73880005,18.97500038,18.6284008,18.49839973,18.41819954
Gaia DR2 2645295921252503424,20.51788,19.29234,18.82142,18.64892,18.52364,19.21699905,18.81500053,18.64249992,18.58399963,18.61310005
Gaia DR2 2645295955612242688,21.83,19.853,18.94,18.646,18.47,19.69519997,18.97330093,18.65010071,18.52300072,18.52149963
Gaia DR2 2645449715440904960,19.332,18.555,18.222,18.089,18.064,18.5257,18.2316,18.126699,18.1369,18.1192
Gaia DR2 2645480299903701504,18.18532,17.53237,17.26826,17.23875,17.24363,17.50460052,17.26919937,17.22949982,17.23259926,17.22200012
Gaia DR2 2645509810623287552,18.578,17.97,17.706,17.646,17.656,0,0,0,0,0
Gaia DR2 2645946252315491200,19.26854,18.25378,17.81056,17.61847,17.56579,18.19809914,17.80340004,17.64240074,17.60700035,17.60280037
Gaia DR2 2646617809106367360,20,18.56,17.91,17.65,17.6,18.487,17.913,17.708,17.627,17.579
Gaia DR2 2647710311349589632,18.438,17.824,17.523,17.423,17.512,17.7845,17.564199,17.516199,17.4359,17.348101
Gaia DR2 2647884790098989568,16.856,16.411,16.573,16.746,16.969,16.4203,16.5802,16.7854,16.9765,17.097601
Gaia DR2 2648753232486356096,17.664,17.254,17.206,17.221,17.349,17.258801,17.1985,17.259899,17.3564,17.405701
Gaia DR2 2650863985573885568,20.964,19.695,19.07,18.896,18.795,0,0,0,0,0
Gaia DR2 2651072927142789632,20.972,19.889,19.487,19.334,19.564,0,0,0,0,0
Gaia DR2 2651505207011569152,21.514,20.188,19.473,19.213,19.079,0,0,0,0,0
Gaia DR2 2652566063933448320,18.065,17.717,17.692,17.783,17.877,17.759701,17.7157,17.790501,17.9104,17.982901
Gaia DR2 2652784694950778624,16.665,16.235,16.232,16.32,16.443,16.23069954,16.2446003,16.34589958,16.46349907,16.54570007
Gaia DR2 265392557571108608,0,0,0,0,0,18.975201,18.6301,18.5079,18.4991,18.490499
Gaia DR2 2654170736729886976,13.577,13.66,14.13,14.452,14.788,13.78240013,14.16419983,14.50020027,14.77029991,14.96590042
Gaia DR2 2654423998066862464,22.17,19.603,18.631,18.272,18.163,19.46980095,18.64679909,18.30349922,18.19479942,18.25709915
Gaia DR2 2655547630230478464,18.746,18.282,18.131,18.114,18.18,18.266199,18.164499,18.1614,18.221701,18.2313
Gaia DR2 2656454216222569216,16.648,16.272,16.513,16.737,16.955,16.281,16.5172,16.7714,16.9888,17.1336
Gaia DR2 2657451056656635648,18.27527,17.83668,17.77254,17.78605,17.87833,17.83639908,17.7840004,17.81329918,17.88319969,17.9531002
Gaia DR2 265911806235019008,0,0,0,0,0,17.493799,17.3806,17.429399,17.535999,17.6068
Gaia DR2 2659416571130193408,19.483,18.388,17.855,17.642,17.568,18.336599,17.868099,17.6758,17.6178,17.608601
Gaia DR2 2660358032257156736,13.449,13.052,13.115,13.745,13.584,0,0,0,0,0
Gaia DR2 2660853323590227456,22.426,20.114,19.282,18.956,18.806,19.984301,19.279301,19.0182,18.8699,18.8636
Gaia DR2 2661252033994618496,21.73,20.083,19.507,19.26,19.142,0,0,0,0,0
Gaia DR2 2661500871515095680,15.491,15.257,15.576,15.829,16.092,0,0,0,0,0
Gaia DR2 2663502184540697856,20.046,19.166,18.774,18.624,18.58,19.128201,18.7675,18.6661,18.6371,18.6506
Gaia DR2 2663994868829333760,18.464,17.965,17.796,17.758,17.834,17.933399,17.802799,17.795,17.8307,17.882299
Gaia DR2 2664535691110719104,18.898,18.281,18.136,18.056,18.168,18.208,18.065399,18.047001,18.0637,18.0658
Gaia DR2 2665304249738571392,20.519,19.627,19.233,19.018,18.835,19.622499,19.253099,19.091,19.045799,19.0471
Gaia DR2 2665414200901834112,20.549,19.297,18.755,18.513,18.373,19.2411,18.7605,18.554701,18.512501,18.4688
Gaia DR2 2665842293176679808,22.776,20.752,19.872,19.48,19.441,0,0,0,0,0
Gaia DR2 267146523434846208,0,0,0,0,0,15.21240044,15.34130001,15.53909969,15.71790028,15.87660027
Gaia DR2 2671606959627000576,20.697,19.596,19.103,18.939,18.788,0,0,0,0,0
Gaia DR2 267180397838852480,0,0,0,0,0,18.756599,18.504601,18.4307,18.4711,18.497601
Gaia DR2 2674134771219567616,20.679,19.65,19.17,18.944,18.848,0,0,0,0,0
Gaia DR2 267712698905363840,0,0,0,0,0,18.8386,18.6203,18.5509,18.5867,18.558901
Gaia DR2 267990776561755264,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2684806459279262976,17.806,17.349,17.242,17.233,17.285,17.347799,17.250601,17.256901,17.308701,17.384001
Gaia DR2 2685959542034846464,17.418,16.753,16.484,16.38,16.412,16.733,16.49,16.418,16.434,16.458
Gaia DR2 2686607906002083328,21.049,19.575,19.002,18.74,18.721,0,0,0,0,0
Gaia DR2 2687359284761589760,22.125,20.291,19.497,19.242,19.011,0,0,0,0,0
Gaia DR2 2687584757658775424,23.07,21.27,20.241,19.843,19.63,21.17060089,20.26309967,19.93180084,19.70759964,19.66379929
Gaia DR2 2687768066863960576,16.01499,15.57999,15.58932,15.65859,15.77818,15.59710026,15.61600018,15.69789982,15.80690002,15.89929962
Gaia DR2 2689223541089105664,22.657,20.463,19.686,19.42,19.233,0,0,0,0,0
Gaia DR2 2689496872803968768,23.506,20.683,19.728,19.388,19.201,0,0,0,0,0
Gaia DR2 2689915958535673472,19.80002,19.06439,18.6865,18.63778,18.67062,19.01589966,18.72900009,18.63310051,18.63599968,18.56819916
Gaia DR2 2690763205257368832,15.322,15.077,15.391,15.658,15.92,0,0,0,0,0
Gaia DR2 2690830511689102336,20.156,19.248,18.926,18.824,18.768,19.2377,18.931801,18.8332,18.832199,18.778
Gaia DR2 269226279739467904,0,0,0,0,0,17.964,17.376,17.108,16.969,16.899
Gaia DR2 2693940725141960192,13.845,12.765,13.176,13.373,13.796,12.86170006,13.13650036,13.25109959,13.50669956,13.68220043
Gaia DR2 2694329570005647488,22.281,20.23,19.368,19.109,18.938,0,0,0,0,0
Gaia DR2 2696628687474414208,18.7,17.238,16.624,16.384,16.292,17.159,16.634,16.398,16.329,16.287
Gaia DR2 269694160592289664,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2697327113581223936,19.23,18.68,18.58,18.57,18.68,18.72290039,18.5489006,18.55760002,18.59539986,18.61520004
Gaia DR2 2698026093739557120,20.463,19.419,18.975,18.836,18.76,0,0,0,0,0
Gaia DR2 2700725635303873024,18.033,17.615,17.61,17.659,17.769,17.6318,17.631399,17.6992,17.809099,17.8825
Gaia DR2 27015245508396544,0,0,0,0,0,18.2377,18.063601,18.060301,18.063101,18.0292
Gaia DR2 2704122988794215168,19.609,19.502,18.546,18.038,18.096,19.5613,18.535101,18.062099,18.0814,18.146799
Gaia DR2 270485053053115648,0,0,16.21,0,0,0,0,0,0,0
Gaia DR2 2709539840202060800,22.627,21.688,20.415,19.91,19.738,0,0,0,0,0
Gaia DR2 271069404823970176,0,0,0,0,0,0,0,0,0,0
Gaia DR2 271191867228297216,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2711925913578735360,23.93,21.084,20.265,19.944,19.922,0,0,0,0,0
Gaia DR2 2712240064671438720,17.10426,17.07304,17.29731,17.43239,17.63534,17.10619926,17.29509926,17.46430016,17.65399933,17.78619957
Gaia DR2 2712384409927302784,19.649,18.401,17.869,17.659,17.595,18.319799,17.881399,17.692699,17.618299,17.6101
Gaia DR2 2713617271700011008,20.177,19.448,19.167,19.098,19.101,19.4022007,19.15049934,19.10700035,19.12000084,19.2451992
Gaia DR2 2714269007216940800,21.918,20.418,19.601,19.266,19.117,0,0,0,0,0
Gaia DR2 271431144150632832,0,0,0,0,0,20.4345,19.4827,19.0954,18.911501,18.8396
Gaia DR2 2714438405021876096,24.173,21.022,20.02,19.514,19.342,0,0,0,0,0
Gaia DR2 2715786505062211840,19.674,18.698,18.296,18.103,18.046,18.6768,18.292999,18.141701,18.1091,18.1105
Gaia DR2 2717510195697147264,20.703,19.534,19.046,18.828,18.745,19.4781,19.0487,18.846001,18.7759,18.7731
Gaia DR2 2718118053828251648,21.939,20.299,19.422,19.131,18.944,0,0,0,0,0
Gaia DR2 2718222954109355520,19.361,18.774,18.591,18.566,18.618,18.7764,18.5973,18.5811,18.626699,18.633801
Gaia DR2 2719362357394129536,23.253,21.023,20.209,19.97,19.695,0,0,0,0,0
Gaia DR2 2719852224183359360,21.78,19.531,18.498,18.13,17.999,19.34939957,18.50250053,18.12800026,17.99860001,17.95170021
Gaia DR2 2719908367995903744,20.359,19.253,18.785,18.575,18.558,19.1943,18.7768,18.6073,18.5748,18.562599
Gaia DR2 271992414775824640,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2722168654664857088,17.986,17.564,17.468,17.485,17.557,17.563601,17.4881,17.507799,17.590099,17.656601
Gaia DR2 2722273245708777984,18.612,17.72,17.366,17.174,17.139,17.684401,17.3414,17.209801,17.185499,17.187599
Gaia DR2 273008702820567168,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2732515029018125312,19.445,18.43,17.97,17.808,17.719,18.3696003,17.97330093,17.82040024,17.78569984,17.7784996
Gaia DR2 2735175263041913088,16.136,15.661,15.539,15.54,15.603,15.669,15.562,15.568,15.637,15.69
Gaia DR2 2735802976806568960,21.121,20.027,19.484,19.298,19.142,19.9617,19.490101,19.3016,19.249001,19.2036
Gaia DR2 2738626591386423424,16.655,16.197,16.312,16.438,16.627,16.2339,16.336,16.4757,16.640301,16.7523
Gaia DR2 2739231150982741760,19.916,18.512,18.228,18.28,18.44,18.424999,18.2391,18.3069,18.4562,18.4949
Gaia DR2 2739624711723101312,21.261,19.964,19.411,19.169,18.98,19.9209,19.414,19.212799,19.1413,19.131399
Gaia DR2 2739975142397573120,21.635,20.189,19.523,19.302,19.079,0,0,0,0,0
Gaia DR2 2741440172922171008,19.14,18.63,18.51,18.49,18.42,18.62899971,18.49830055,18.4571991,18.51510048,18.6072998
Gaia DR2 2742201172407646208,21.532,20.058,19.383,19.156,19.033,20.0238,19.3946,19.1593,19.0674,19.064199
Gaia DR2 2742615963169132800,20.995,19.86,19.345,19.15,19.049,19.7987,19.3557,19.163,19.110399,19.096701
Gaia DR2 2742718080312489088,21.819,19.976,19.137,18.785,18.696,19.858801,19.1584,18.834101,18.7159,18.4725
Gaia DR2 2742789930821144320,19.14,17.25,16.52,16.25,16.16,17.165,16.521,16.277,16.214,16.18
Gaia DR2 2743812644136889600,19.37,18.688,18.348,18.256,18.224,18.632401,18.357401,18.2631,18.2544,18.258699
Gaia DR2 27438213886971904,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2744818284959641472,21.89,19.982,19.045,18.733,18.481,19.8326,19.054899,18.7255,18.6101,18.5165
Gaia DR2 274483289649153024,0,0,0,0,0,15.362,15.683,15.9819,16.231199,16.3976
Gaia DR2 2744932943406490112,20.118,19.492,19.273,19.19,19.08,19.502501,19.2533,19.2048,19.2013,19.224701
Gaia DR2 2745244002118134400,19.09187,18.44076,18.17346,18.11687,18.09315,18.42709923,18.19199944,18.12350082,18.11100006,18.14889908
Gaia DR2 2745919102257342976,18.319,17.846,17.757,17.746,17.842,17.844999,17.763901,17.7752,17.832199,17.869801
Gaia DR2 2745919106553695616,18.522,18.074,17.968,17.996,18.086,18.0508,17.9848,18.0144,18.091801,18.1486
Gaia DR2 2746037712074342784,18.34,18,18,18.04,18.12,18.02519989,17.97550011,18.05719948,18.14660072,18.21920013
Gaia DR2 2746394056920864256,19.4,18.743,18.459,18.356,18.332,18.694,18.449301,18.385799,18.3839,18.398899
Gaia DR2 2746592591785639680,18.164,17.571,17.402,17.338,17.367,17.5569,17.3941,17.366699,17.400299,17.4405
Gaia DR2 2746843589674667264,19.664,18.77,18.394,18.245,18.201,18.756901,18.4021,18.292999,18.240499,18.260799
Gaia DR2 2746936704565640064,16.444,16.012,16.238,16.428,16.664,16.055799,16.235701,16.4559,16.6737,16.8069
Gaia DR2 2747384888699406080,20.345,18.671,17.943,17.684,17.676,18.5651,17.964001,17.723801,17.7519,17.874001
Gaia DR2 2747843836017055488,17.804,17.318,17.165,17.132,17.174,17.292101,17.182199,17.1642,17.217899,17.274599
Gaia DR2 2749042299395966976,21.729,19.647,19.093,18.946,18.806,0,0,0,0,0
Gaia DR2 2750965864924379264,19.128,18.488,18.291,18.262,18.3,18.4646,18.3106,18.2768,18.291401,18.2946
Gaia DR2 2751172946772404224,19.25,18.76,18.59,18.62,18.68,18.7310009,18.6060009,18.61680031,18.69300079,18.7329998
Gaia DR2 2751173530888036224,18.102,17.685,17.654,17.752,17.716,17.6833,17.651199,17.674299,17.7691,17.865101
Gaia DR2 2751245651978394240,16.621,16.53,16.672,16.838,17.041,16.561399,16.6759,16.863199,17.0385,17.125401
Gaia DR2 2751252493861856000,18.91,18.48,18.32,18.32,18.32,18.42700005,18.29470062,18.28800011,18.35779953,18.39150047
Gaia DR2 2753010024543499136,17.463,17.281,17.368,17.481,17.663,17.295099,17.360399,17.505301,17.667299,17.763
Gaia DR2 2754002711744980480,19.158,18.419,18.074,17.974,18.007,18.383101,18.0776,17.978001,18.0126,18.0361
Gaia DR2 275550743638838144,20.307,19.288,18.841,18.671,18.636,19.2682,18.8687,18.695801,18.681801,18.7131
Gaia DR2 2755903045794863872,22.609,20.931,20.092,19.74,19.478,0,0,0,0,0
Gaia DR2 2756156315721682816,15.03694,15.15051,15.50912,15.7748,16.04101,15.23099995,15.52460003,15.80300045,16.05010033,16.21249962
Gaia DR2 2756500634660025856,17.777,17.364,17.338,17.37,17.454,17.375299,17.336,17.3878,17.4774,17.5361
Gaia DR2 2756675044691990272,15.62,15.45,15.76,16.02,16.25,15.46360016,15.75030041,16.04109955,16.29100037,16.43549919
Gaia DR2 2758938385082121216,17.594,17.475,17.773,18.006,18.242,17.4946,17.7623,18.037399,18.280001,18.4368
Gaia DR2 2759049470116155520,22.669,20.544,19.838,19.6,19.52,20.5235,19.852699,19.6301,19.5434,19.421
Gaia DR2 2759340943776878720,20.084,19.027,18.444,18.209,18.135,18.9408,18.4613,18.2302,18.145,18.1085
Gaia DR2 2759588063311504768,18.132,17.49594,17.29901,17.23831,17.22161,17.46330071,17.29910088,17.24309921,17.27449989,17.27799988
Gaia DR2 2760011096114471040,19.633,18.982,18.705,18.641,18.646,18.9328,18.7101,18.659599,18.6705,18.694099
Gaia DR2 2760193928578578816,18.484,17.747,17.399,17.292,17.262,17.7005,17.4091,17.311199,17.3188,17.326
Gaia DR2 2760288074261376768,19.622,18.414,17.851,17.638,17.554,18.3391,17.858,17.6551,17.621099,17.572201
Gaia DR2 2761104629147542400,21.479,20.108,19.496,19.315,19.225,19.9757,19.500099,19.3006,19.218901,19.2563
Gaia DR2 2761401084970307712,19.733,19.498,18.38,17.676,17.676,19.5063,18.3477,17.7059,17.716,17.783701
Gaia DR2 276160830856800000,0,0,0,0,0,0,0,0,0,0
Gaia DR2 2761731595589115520,20.988,19.872,19.262,19.035,19.171,19.820299,19.259701,19.0487,19.1189,19.306999
Gaia DR2 276192136878054656,15.39,15.23,15.55,15.791,16.08,15.25139999,15.54399967,15.83329964,16.07299995,16.24349976
Gaia DR2 2762071409106142080,21.82,20.073,19.15,18.851,18.817,19.8939,19.171101,18.884001,18.7439,18.658001
Gaia DR2 2762076666146759040,19.927,18.984,18.527,18.35,18.318,18.9154,18.534201,18.373699,18.3409,18.249701
Gaia DR2 2762356594934263552,17.392,17.105,17.049,17.105,17.192,17.086399,17.0511,17.1367,17.2283,17.3377
Gaia DR2 2762617557147396352,19.001,18.428,18.229,18.434,18.31,0,0,0,0,0
Gaia DR2 2762779322795219584,19.279,18.783,18.675,18.628,18.708,18.7665,18.666401,18.6765,18.726801,18.7631
Gaia DR2 2763719512612656000,18.271,17.447,17.129,17.029,17.037,17.415,17.127,17.039,17.044,17.038
Gaia DR2 2763917802663393920,20.512,19.293,18.786,18.625,18.554,19.231899,18.7955,18.635201,18.5737,18.5742
