request,su,sg,sr,si,sz,PS_g,PS_r,PS_i,PS_z,PS_y
Gaia DR2 5166202618880121856,0,0,0,0,0,15.017,15.274,15.5539,15.7787,15.8981
Gaia DR2 5166253054680693248,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5166974884064116608,0,0,0,0,0,18.570999,18.2994,18.207701,18.2048,18.208
Gaia DR2 5167109509814546688,0,0,0,0,0,17.533701,17.5623,17.6737,17.809601,17.870399
Gaia DR2 5167411493260087040,0,0,0,0,0,19.0926,18.535101,18.295799,18.239901,18.1933
Gaia DR2 5167424240722533760,0,0,0,0,0,18.162201,17.584801,17.342199,17.2428,17.2075
Gaia DR2 5167510797199003904,17.673,16.972,16.705,16.62,16.621,16.94989967,16.70079994,16.63750076,16.63549995,16.66300011
Gaia DR2 5167525434447523712,16.952,16.802,16.898,17.02,17.175,16.83230019,16.9137001,17.05310059,17.19039917,17.29520035
Gaia DR2 5168129306849447552,0,0,0,0,0,17.5823,17.7997,18.0527,18.268101,18.4167
Gaia DR2 5168944835239726080,15.866,15.597,15.884,16.119,16.407,15.63679981,15.91240025,16.19569969,16.41880035,16.58519936
Gaia DR2 5168947721457740288,18.01876,17.55915,17.45427,17.43419,17.51033,17.53840065,17.46220016,17.4640007,17.52050018,17.58429909
Gaia DR2 516935018143037440,0,0,0,0,0,18.1259,18.0151,18.0333,18.1222,18.1525
Gaia DR2 5169733318219971968,18.76995,18.25105,18.07439,18.08395,18.08917,18.21249962,18.09939957,18.07909966,18.16270065,18.16419983
Gaia DR2 5170668766392712448,0,0,0,0,0,14.79030037,15.21819973,15.5951004,15.85719967,16.05470085
Gaia DR2 5171072763900932480,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5172203306667934976,0,0,0,0,0,17.694401,17.641001,17.674601,17.7318,17.819799
Gaia DR2 5172481203936294784,0,0,0,0,0,17.3841,17.4727,17.611099,17.770399,17.8978
Gaia DR2 5172700487786744064,0,0,0,0,0,18.3016,18.0436,17.965099,17.9704,17.964899
Gaia DR2 5173539041497009792,0,0,0,0,0,19.323601,18.7869,18.5895,18.5247,18.4795
Gaia DR2 5173806871361968896,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5175063956749954944,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5176159517007960576,17.49234,17.32749,17.4505,17.60459,17.78401,17.35950089,17.46109962,17.6154995,17.79129982,17.90360069
Gaia DR2 5178234780781264512,14.506,14.546,14.955,15.255,15.563,14.5921,14.9675,15.2938,15.5657,15.7323
Gaia DR2 5178957121265572608,20.799,19.079,18.337,18.039,17.925,19.014,18.3388,18.0702,17.956699,17.932899
Gaia DR2 5179112667801314816,20.179,19.297,18.866,18.748,18.694,0,0,0,0,0
Gaia DR2 5179219492227904640,0,0,0,0,0,17.129601,17.2649,17.442499,17.617701,17.7425
Gaia DR2 5180494685197598464,19.29699,18.74086,18.57922,18.55246,18.51886,18.7241993,18.59530067,18.58449936,18.64069939,18.69339943
Gaia DR2 5180517706222368768,20.794,19.015,18.144,17.793,17.672,18.87220001,18.08979988,17.80139923,17.71890068,17.65839958
Gaia DR2 5181816233750415488,0,0,0,0,0,19.0532,18.059099,17.637699,17.479799,17.384199
Gaia DR2 518201792978858880,14.854,14.362,16.381,14.44,14.559,0,0,0,0,0
Gaia DR2 5182249402676650880,0,0,0,0,0,19.173401,18.8442,18.7253,18.688299,18.6766
Gaia DR2 518327583983793280,19.506,18.65,18.24,18.068,18.008,18.603201,18.239201,18.091,18.0732,18.0322
Gaia DR2 5184341945102797696,20.646,19.382,18.863,18.667,18.597,0,0,0,0,0
Gaia DR2 5184384997855024384,21.544,20.35,19.789,19.858,20.236,0,0,0,0,0
Gaia DR2 5184589747536175104,17.842,17.889,18.192,18.3,18.387,17.96299934,18.12899971,18.28050041,18.37789917,18.52549934
Gaia DR2 5186544266893083776,0,0,0,0,0,18.3755,18.254101,18.2757,18.3706,18.447599
Gaia DR2 5187346124402986752,14.89,14.64,14.91,15.18,15.45,14.66160011,14.9406004,15.21199989,15.4538002,15.61400032
Gaia DR2 5187830356195791488,15.28439,15.34314,15.63147,15.8531,16.10914,15.413,15.6417,15.8949,16.1036,16.2495
Gaia DR2 5188044687948351872,22.265,20.434,19.379,18.951,18.739,20.28079987,19.45269966,19.04579926,18.91489983,18.84359932
Gaia DR2 5188686291640150144,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5188878839318152576,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5189107232795226496,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5189459896853470464,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5189502915245172096,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5190144205401742336,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5190640089440816640,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5190982548658462720,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5191109031150963584,0,0,0,0,0,0,0,0,0,0
Gaia DR2 519129815149189760,0,0,0,0,0,19.2642,18.8293,18.6632,18.6113,18.4811
Gaia DR2 5191540516449696896,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5191604494282635136,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5192187720778850048,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5192296911732427904,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5192337696739437696,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5193356394263562112,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5194018579437091456,0,0,0,0,0,0,0,0,0,0
Gaia DR2 519420666037034112,0,0,0,0,0,16.204201,16.4007,16.669001,16.899099,17.056
Gaia DR2 5194473223201601280,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5195782058650219904,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5196628781386312192,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5196750036901469056,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5197014817343230720,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5197225747479276288,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5197656004421349376,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5197901122496651136,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5198121712017634688,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5198494205940589312,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5198695867543335296,0,0,0,0,0,0,0,0,0,0
Gaia DR2 519937917539079296,0,0,0,0,0,19.141899,18.881201,18.802401,18.834101,18.7939
Gaia DR2 5200280882275555200,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5200409353338832896,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5200521293068657408,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5201438560642430336,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5201689425388510976,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5202329066275731456,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5203220667126889728,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5203781482482448512,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5203792030921237248,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5204269115887501696,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5204539909281502976,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5204830592668717952,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5205067846661222528,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5205418002461132672,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5206397053140928768,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5207270198516724352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5207394168452773888,0,0,0,0,0,0,0,0,0,0
Gaia DR2 520790043346964608,15.719,15.29,15.515,15.7,16.04,15.3304,15.5449,15.7894,16.005199,16.1003
Gaia DR2 5207974366994545536,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5208047381438507520,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5208283952533531776,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5208779965420584064,0,0,0,0,0,0,0,0,0,0
Gaia DR2 520888410978958080,0,0,0,0,0,18.973499,18.7391,18.6485,18.674999,18.6527
Gaia DR2 5209193008132008960,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5209389644617758592,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5209711011251794944,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5209813575070180352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5210273342729253632,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5210299838382891776,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5210299838384711808,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5210617833465593344,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5210778263380292096,14.82,15.03,15.17,0,0,0,0,0,0,0
Gaia DR2 5211759062112003840,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5212111215069350528,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5212290774767269376,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5212343516966399872,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5212626641210213760,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5213214540627989888,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5213601598785860992,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5213878744436279808,0,0,0,0,0,0,0,0,0,0
Gaia DR2 521406968152848640,19.018,18.631,18.495,18.542,18.612,18.6061,18.511801,18.564899,18.628099,18.684401
Gaia DR2 5214300304065650944,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5214509730967869312,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5215241520378090240,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5217372614431081600,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5217599697942389504,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5217752534354571648,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5218534111028121984,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5218669110446755456,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5219215228420645248,0,0,0,0,0,0,0,0,0,0
Gaia DR2 521927243309686656,19.171,18.554,18.294,18.187,18.153,18.5404,18.318399,18.221201,18.247101,18.2813
Gaia DR2 5220051986829637632,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5220119576732429696,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5220278009486912896,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5220421873711558144,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5220766085272817920,0,0,0,0,0,0,0,0,0,0
Gaia DR2 522115156720215040,19.04,17.57,16.94,16.67,16.57,17.501,16.937,16.693,16.639,16.591
Gaia DR2 5222449506293328640,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5222699993081912192,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5222938449671054336,0,0,0,0,0,0,0,0,0,0
Gaia DR2 522309667198299264,0,0,0,0,0,17.725901,17.5368,17.5159,17.540501,17.557199
Gaia DR2 5223229820248806912,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5223237512535203584,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5223382819866418048,0,0,0,0,0,0,0,0,0,0
Gaia DR2 522399453489607168,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5224020193015947648,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5224999346778496128,0,0,0,0,0,0,0,0,0,0
Gaia DR2 522518883651891584,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5226183692601972224,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5226415895714840576,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5226561611062357504,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5226982071180464768,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5227183492271896320,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5227518254900469760,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5227692046453979648,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5228401128377088256,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5228861484450843648,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5229230091423466240,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5230483534682470272,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5231107889782055936,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5231326653942790400,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5231609365865937536,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5231644382734324352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5232335666323917824,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5232629510805109120,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5233071514480420864,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5233337424482573312,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5233446276144989184,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5234000872383886720,0,0,0,0,0,0,0,0,0,0
Gaia DR2 523444534995765504,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5235253903314320128,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5235637774642886272,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5236687670794903552,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5236892244371767680,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5237274221574103040,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5239192564426777728,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5239252041148627584,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5240283894139135616,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5240990639592096768,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5242220000971350528,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5242316444456199808,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5243584735414135296,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5243591401210032000,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5243982067133433472,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5244251726655233664,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5245033616861990272,0,0,0,0,0,0,0,0,0,0
Gaia DR2 524511370511869824,0,0,0,0,0,18.312401,18.2644,18.3484,18.375999,18.4641
Gaia DR2 5245657246123148672,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5246823346920176128,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5247773599845460736,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5248966020207183104,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5249984163691277184,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5250579141201351808,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5252935703887609856,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5255179978894585088,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5255811339103289344,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5257041177205106944,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5257071791736730752,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5258257511928576896,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5259226009874614912,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5259443811964094080,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5260583730640913280,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5260627577961990784,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5261048587838041856,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5261491862822376064,0,15.52,15.74,16.02,0,0,0,0,0,0
Gaia DR2 5261767080033198208,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5261849646481125760,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5262196370601075712,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5262375281758437376,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5262669126242140416,0,0,0,0,0,0,0,0,0,0
Gaia DR2 526310244550180480,0,0,0,0,0,20.014099,19.2913,18.9764,18.878,18.8256
Gaia DR2 5263434768588103424,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5265050634079102976,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5265050638369420672,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5265208895022839808,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5265418150124147712,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5266454405473597696,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5266932035901810944,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5267005222143972224,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5267033504505357056,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5267338515903090560,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5267418883330985856,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5268133016133268352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5268250419062276224,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5270849737564691328,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5270880863196221568,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5271072526109138176,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5271310020619926784,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5271452162563821312,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5272690766709543680,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5273943488410008832,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5274517467840296832,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5274562238578159104,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5274592642650702464,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5274869586436845952,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5275092787299822080,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5275507779921195904,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5275771559632773120,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5276055890766904192,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5277600773322820736,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5277952101645984640,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5280169090747650304,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5280944182024023552,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5281825058339294208,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5282136769885109120,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5282532289131274240,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5282549228479635200,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5282549228479635328,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5283012737081022208,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5283982678132226304,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5284364281664934784,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5284437880222672512,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5284640396516814080,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5284900396656265344,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5285514126008180352,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5285585491185137536,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5285798968240176896,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5286925624061415168,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5287142605808289536,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5287671543919056768,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5288451956656108032,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5288552561970393216,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5288933504091678592,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5288979069402555008,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5289601427340383744,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5290126272348542080,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5290382561637603328,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5290863834194144128,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5292685793681027968,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5292776743907452544,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5293670784300631936,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5293845744088846976,0,0,0,0,0,0,0,0,0,0
Gaia DR2 52949765574960256,0,0,0,0,0,19.0007,18.841999,18.8239,18.865801,18.933901
Gaia DR2 5295453264448665728,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5295512298775133824,0,0,0,0,0,0,0,0,0,0
Gaia DR2 529594417061837824,0,0,0,0,0,17.856899,17.448799,17.2764,17.210699,17.0553
Gaia DR2 5296195267296378112,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5297051821220130560,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5297225956372601216,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5298297567892486656,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5298336325674662272,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5298579455182262400,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5298853474096696192,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5298924049007636864,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5299488613855323264,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5300226416222931840,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5301009474662235520,0,0,0,0,0,0,0,0,0,0
Gaia DR2 530147810713379584,0,0,0,0,0,19.0471,18.7801,18.6749,18.6978,18.688299
Gaia DR2 5301482200244955776,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5301811022941364608,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5301877229854669440,0,0,0,0,0,0,0,0,0,0
Gaia DR2 53022195903806976,0,0,0,0,0,19.0599,18.500799,18.4051,18.691099,19.013599
Gaia DR2 5302618648583292800,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5302681694409352832,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5302715298234045952,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5302867344367228928,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5303574570861781120,0,0,0,0,0,0,0,0,0,0
Gaia DR2 53042472446551424,0,0,0,0,0,16.9694,17.252501,17.548401,17.8118,17.9818
Gaia DR2 5304785094512540800,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5305721397381499520,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5308293503010056448,0,0,0,0,0,0,0,0,0,0
Gaia DR2 530910734346043264,0,0,0,0,0,19.5476,18.791201,18.432899,18.318899,18.2822
Gaia DR2 5310509671765779328,0,0,0,0,0,0,0,0,0,0
Gaia DR2 53122973016215552,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5313575007088711168,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5314116134300928128,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5314177402013456256,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5314499936879286656,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5314641395919477248,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5315128548292806656,0,0,0,0,0,0,0,0,0,0
Gaia DR2 531635449948957568,0,0,0,0,0,19.2157,18.776199,18.6152,18.5737,18.5917
Gaia DR2 5316606395000435072,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5316824544982104960,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5316873301451443840,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5316913051361418240,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5317228581134029440,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5317336505086131072,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5317344682691165184,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5317518504314094208,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5317808814046964096,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5318074651036944768,0,0,0,0,0,0,0,0,0,0
Gaia DR2 531814979580153088,0,0,0,0,0,17.8211,17.877899,18.0175,18.1731,18.2687
Gaia DR2 5319311743356199424,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5319414238457357440,0,0,0,0,0,0,0,0,0,0
Gaia DR2 531943862958293632,0,0,0,0,0,19.272499,18.957899,18.8552,18.8466,18.863199
Gaia DR2 5319459795168776192,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5319588923360632704,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5320436784269889792,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5321056462156468480,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5321676032655595008,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5322090003089341440,0,0,0,0,0,0,0,0,0,0
Gaia DR2 532212010651744640,0,0,0,0,0,19.654499,18.940701,18.67,18.5795,18.5224
Gaia DR2 5322476339682301056,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5322552760038496512,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5322893127604006144,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5322957861362732928,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5323491085838057856,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5323667076419957376,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5323978375643937024,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5324030842964434304,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5325480553346799488,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5326371771938597248,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5326380533670909440,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5327324915378905088,0,0,0,0,0,0,0,0,0,0
Gaia DR2 53278867446391040,0,0,0,0,0,16.868299,16.6752,16.621201,16.6532,16.684299
Gaia DR2 5328273927054515456,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5328472079668526592,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5328996306195926656,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5330674886794618368,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5331037931791630080,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5331327202126940032,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5331386816270984320,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5331395337488088832,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5331741992886219264,0,0,0,0,0,0,0,0,0,0
Gaia DR2 533214967118929024,0,0,0,0,0,19.500999,19.046499,18.879499,18.789301,18.5219
Gaia DR2 533215241996857216,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5332606522595645952,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5333140644734165376,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5333397208858558464,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5334040869850654848,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5334252766369465472,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5334314923125193344,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5334344128917869568,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5336404888600903680,0,0,0,0,0,0,0,0,0,0
Gaia DR2 533654771771060096,0,0,0,0,0,19.049999,18.668699,18.5077,18.5207,18.5361
Gaia DR2 5337760994438321920,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5339103433752838528,0,0,0,0,0,0,0,0,0,0
Gaia DR2 5339172806048647552,0,0,0,0,0,0,0,0,0,0
