designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,su,sg,sr,si,sz
Gaia DR2 2949200183553100416,2949200183553100416,103.1777609,-13.88501692,10.45356505,0.88577889,-47.4531038,-62.58002264,20.213411,20.595463,19.711172,0.8842907,0,0,0,0,0
Gaia DR2 3124006761248364544,3124006761248364544,97.99394747,2.416531368,10.27456472,0.068508245,-47.46846988,-26.13596658,16.271418,16.196318,16.315945,-0.119627,0,0,0,0,0
Gaia DR2 6256826065240593920,6256826065240593920,227.3188975,-19.42784448,10.06567432,0.180436355,-47.5144722,-31.73184059,17.841274,17.882542,17.687357,0.19518471,0,0,0,0,0
Gaia DR2 4079073343164738688,4079073343164738688,282.3125525,-21.4345499,10.07515739,0.069148888,-47.52823713,-58.04936368,15.485878,15.314517,15.659768,-0.34525108,0,0,0,0,0
Gaia DR2 4012821445398156416,4012821445398156416,182.7935716,28.25705931,10.16343396,0.315152694,-47.54712883,-39.60029006,18.786997,18.90349,18.463482,0.44000816,19.39282,18.91988,18.78721,18.78008,18.82992
Gaia DR2 5714855034197309696,5714855034197309696,120.5866913,-18.00197708,19.35868963,0.27084096,-47.59703833,-141.0054639,19.148216,19.804476,18.37686,1.4276161,0,0,0,0,0
Gaia DR2 2828248471361734528,2828248471361734528,354.0662665,24.26099327,12.66484215,0.3346048,-47.61241605,-22.96153711,19.212202,19.54479,18.645426,0.8993645,20.635,19.63,19.169,18.965,18.955
Gaia DR2 5712824274880949504,5712824274880949504,120.9068144,-21.76235439,10.09323648,0.126153496,-47.69435309,-10.72197708,18.041826,18.108728,17.761635,0.34709358,0,0,0,0,0
Gaia DR2 2283937679572043904,2283937679572043904,332.4759841,77.565343,12.62117718,0.095074936,-47.75816436,-94.22651783,17.729229,17.765173,17.551903,0.21327019,0,0,0,0,0
Gaia DR2 1186502513864638464,1186502513864638464,221.1932869,15.74269243,18.8641694,0.285512622,-47.76521033,96.77415626,18.607855,19.167439,17.884089,1.28335,21.331,19.312,18.541,18.226,18.133
Gaia DR2 2111294734600515072,2111294734600515072,277.2384991,41.82420696,10.33008539,0.197666545,-47.91461826,17.62805975,18.972626,19.200926,18.580328,0.62059784,19.87,19.209,18.952,18.843,18.833
Gaia DR2 3108589752806346112,3108589752806346112,108.3788027,-1.439814411,10.52547602,0.075300806,-47.9512333,4.096114887,16.867878,16.876242,16.82018,0.05606079,0,0,0,0,0
Gaia DR2 851682875106449664,851682875106449664,153.0053172,53.45488499,10.00929207,0.352716654,-47.95549234,-37.84950367,19.403425,19.714445,18.803164,0.9112816,20.889,19.799,19.295,19.174,19.163
Gaia DR2 4375699353885688448,4375699353885688448,264.422229,1.646765989,21.41916611,0.100536669,-47.95981036,-90.24435631,16.80809,16.953627,16.509636,0.4439907,0,0,0,0,0
Gaia DR2 6320625261801644160,6320625261801644160,226.7282253,-8.162597055,11.87892821,0.401141057,-48.01185584,-52.43236039,19.30161,19.664179,18.758844,0.9053345,0,0,0,0,0
Gaia DR2 1612074918962152192,1612074918962152192,215.7061807,59.14342872,13.65024575,0.057895307,-48.03218867,4.492530105,16.596794,16.606098,16.534388,0.07171059,16.96688,16.53351,16.66271,16.80914,17.01716
Gaia DR2 3857118439852847744,3857118439852847744,157.0928614,3.737811447,13.32860037,0.123082333,-48.06016116,-31.04195177,17.448505,17.53467,17.171196,0.3634739,17.91152,17.48354,17.42069,17.44373,17.51235
Gaia DR2 1006934917677675392,1006934917677675392,95.09120071,62.12277686,10.35425096,0.216250909,-48.06066204,-32.52466641,18.485994,18.57376,18.224964,0.34879494,0,0,0,0,0
Gaia DR2 1092212244957254656,1092212244957254656,128.7922599,64.10265929,15.26853484,0.184318742,-48.12228984,-86.98904363,18.338568,18.56152,17.906654,0.65486526,0,0,0,0,0
Gaia DR2 2912243944178174720,2912243944178174720,93.85492803,-25.05403765,13.10435404,0.163270787,-48.14369995,-82.92668004,18.704138,19.292107,17.98262,1.3094864,0,0,0,0,0
Gaia DR2 880354496226790400,880354496226790400,115.5555746,31.95081116,15.01768911,0.099014863,-48.19448585,-62.741265,16.83219,16.848766,16.671694,0.17707253,17.17,16.83,16.85,16.97,17.13
Gaia DR2 5682842443914401024,5682842443914401024,139.2665039,-16.81540469,10.53260246,0.444545741,-48.22032527,16.57821085,19.267843,19.591074,18.755718,0.83535576,0,0,0,0,0
Gaia DR2 3791246075462610304,3791246075462610304,166.8407544,-2.33844538,10.6037851,0.131856243,-48.22724309,-15.35278357,17.36227,17.394009,17.283777,0.1102314,17.682,17.302,17.414,17.554,17.714
Gaia DR2 823153056627033472,823153056627033472,149.3683366,47.75738589,12.57360812,0.604639274,-48.23044112,-159.1113154,20.126352,20.619564,19.46093,1.1586342,21.97,20.751,20.045,19.713,19.748
Gaia DR2 3333830379107891968,3333830379107891968,83.17884112,6.407426549,10.86858012,0.100697336,-48.23851701,-39.33472803,16.586006,16.685892,16.378067,0.3078251,17.126,16.645,16.622,16.664,16.798
Gaia DR2 840539672652621568,840539672652621568,177.5513925,53.53442198,12.51553342,0.105268244,-48.24320244,-1.707893914,17.58343,17.591984,17.507927,0.084056854,17.926,17.542,17.65,17.774,17.947
Gaia DR2 2808795537980708736,2808795537980708736,13.09160365,27.36070996,19.87827876,0.203711196,-48.25631479,-33.92966236,18.120052,18.4497,17.557255,0.8924446,19.746,18.576,18.065,17.886,17.805
Gaia DR2 3333336968968120576,3333336968968120576,85.65594651,6.686836629,10.12268858,0.556991165,-48.27635936,-111.2951024,19.626043,20.198408,18.911272,1.2871361,0,0,0,0,0
Gaia DR2 1856522497282307584,1856522497282307584,310.9113898,27.88183181,10.52844469,0.160991034,-48.35216998,10.57848829,18.282864,18.397873,18.002743,0.39513016,18.828,18.465,18.331,18.36,18.512
Gaia DR2 5085222277529290624,5085222277529290624,54.37568843,-25.1925256,11.63255654,0.306820052,-48.36366775,-80.90766741,19.190336,19.528627,18.626926,0.901701,0,0,0,0,0
Gaia DR2 5691240071346059648,5691240071346059648,146.6583587,-11.95406301,10.03107628,0.170352657,-48.37121914,-60.42839544,18.079155,18.16351,17.89309,0.27042007,0,0,0,0,0
Gaia DR2 22557511836520320,22557511836520320,36.99237534,7.687328631,12.36439851,0.608484728,-48.4601005,-66.03021312,19.491829,19.996937,18.765738,1.2311993,0,0,0,0,0
Gaia DR2 2935224527473059200,2935224527473059200,105.554248,-18.05431794,10.24753386,0.4514878,-48.47222752,-2.728050655,19.420994,19.737144,18.792673,0.94447136,21.62,20.134,19.464,19.177,19.569
Gaia DR2 1816775220662243456,1816775220662243456,306.5954834,20.60078657,13.08109236,0.33597779,-48.50413358,-6.108317643,19.348368,19.776754,18.619612,1.1571426,0,0,0,0,0
Gaia DR2 1865290003004700160,1865290003004700160,316.5350451,32.89258358,14.60218965,0.115035939,-48.50966183,-103.6883662,17.86185,18.08359,17.483994,0.599596,0,0,0,0,0
Gaia DR2 962725097016375040,962725097016375040,92.0532356,44.11717353,17.59150469,0.594431442,-48.51895669,-99.98510947,19.507507,20.385965,18.70151,1.6844559,0,0,0,0,0
Gaia DR2 4604548641775219712,4604548641775219712,271.0168407,34.03590039,10.60652711,0.209564436,-48.53332146,92.61845396,19.009424,19.002214,18.932117,0.07009697,0,0,0,0,0
Gaia DR2 4150588882296331264,4150588882296331264,269.7847138,-12.49623005,21.41531815,0.053257579,-48.55406548,55.88838811,15.371671,15.370484,15.296109,0.07437515,0,0,0,0,0
Gaia DR2 4247531478160569216,4247531478160569216,302.0373566,4.045185969,11.96946536,0.182136593,-48.62347727,-155.9380413,18.188541,18.402168,17.910679,0.4914894,0,0,0,0,0
Gaia DR2 2581380077674117120,2581380077674117120,16.17187592,9.828375108,15.01370023,0.066155775,-48.66121111,-15.05518592,14.505428,14.334426,14.714795,-0.3803692,14.196,14.269,14.643,14.992,15.321
Gaia DR2 1702877532691158656,1702877532691158656,240.5835231,74.64595947,13.3984423,0.097541611,-48.68078499,-10.14846702,17.718922,18.027163,17.237576,0.789587,0,0,0,0,0
Gaia DR2 1087402465701252608,1087402465701252608,110.7679262,62.13543743,11.27437576,0.427934095,-48.76072308,-20.18642553,19.684353,20.18865,18.945433,1.2432175,0,0,0,0,0
Gaia DR2 1188277434870033024,1188277434870033024,223.5249251,17.36820214,10.58074666,0.311268635,-48.8074527,-57.00949223,19.08823,19.403957,18.569902,0.83405495,20.304,19.445,19.055,18.918,18.854
Gaia DR2 1983427751405923968,1983427751405923968,340.4279516,46.15219377,10.23825657,0.131122498,-48.81065437,-17.82006031,17.959957,18.064167,17.738955,0.32521248,0,0,0,0,0
Gaia DR2 3338804466632157824,3338804466632157824,79.6795165,10.15213931,10.43011899,0.821995361,-48.81234735,-42.39150254,19.661865,20.139856,19.068895,1.070961,0,0,0,0,0
Gaia DR2 293467178236290432,293467178236290432,21.90561176,24.46103744,11.60897711,0.4960603,-48.90533288,-2.771845051,19.121294,19.489765,18.604385,0.8853798,20.808,19.504,19.117,18.908,18.865
Gaia DR2 3366876029282753792,3366876029282753792,107.1546899,21.12187095,19.53608912,0.111780423,-48.92649787,-174.8804845,17.433212,17.62119,17.011473,0.6097164,0,0,0,0,0
Gaia DR2 2022913245494864512,2022913245494864512,291.2298128,24.64039628,12.37646583,0.228258848,-48.93963833,-51.60277884,19.064978,19.357801,18.43467,0.92313194,0,0,0,0,0
Gaia DR2 4416547310366442752,4416547310366442752,235.9842735,0.120580828,10.69349407,0.201834226,-48.99330649,-65.74256041,18.216871,18.542841,17.689812,0.85302925,19.646,18.644,18.184,18.017,17.995
Gaia DR2 2510891108771852416,2510891108771852416,28.24643466,1.004311749,11.55200549,0.100147069,-49.00560941,-166.020584,16.504269,16.519781,16.493816,0.025964737,16.92439,16.43,16.57572,16.75863,16.98323
Gaia DR2 4391115602120939136,4391115602120939136,255.934977,3.023834001,20.24659707,0.089299445,-49.12668968,-188.8546144,16.997429,17.038816,16.793415,0.24540138,0,0,0,0,0
Gaia DR2 16426811093797760,16426811093797760,51.58753853,11.51566444,16.37515105,0.057451572,-49.14399222,-36.0572266,15.94148,15.886594,15.873494,0.01309967,0,0,0,0,0
Gaia DR2 2342218942669916672,2342218942669916672,11.00885367,-28.40473575,15.35328731,0.527549767,-49.14418319,-363.0400166,19.607119,20.2527,18.81245,1.4402504,0,0,0,0,0
Gaia DR2 4552900594888677504,4552900594888677504,266.8834714,20.69364029,11.77608937,0.335774792,-49.16248936,-80.02442467,19.344318,19.723267,18.75504,0.9682274,0,0,0,0,0
Gaia DR2 772875173027382016,772875173027382016,176.0771829,44.25427156,10.51669998,0.456163695,-49.17936241,-15.66027546,19.69346,20.163195,19.038439,1.1247559,21.656,20.313,19.625,19.386,19.31
Gaia DR2 3588598592040003712,3588598592040003712,174.7775412,-9.728022418,16.32814801,0.37620988,-49.18128108,18.1521557,18.725487,19.305933,18.03232,1.273613,0,0,0,0,0
Gaia DR2 5671773935235249280,5671773935235249280,149.2109153,-18.95147462,10.23660532,0.415981975,-49.21646959,93.61508535,19.325678,19.584429,18.908321,0.6761074,0,0,0,0,0
Gaia DR2 5657137034585198336,5657137034585198336,147.8668195,-28.08499689,11.83824456,0.101791318,-49.24534735,38.74204461,16.414497,16.365778,16.433006,-0.06722832,0,0,0,0,0
Gaia DR2 3106791669037719296,3106791669037719296,100.1433343,-2.10436664,13.33413279,0.161442398,-49.26342559,-31.15819947,17.860085,17.94148,17.5452,0.3962803,0,0,0,0,0
Gaia DR2 2249581342818653312,2249581342818653312,303.3966307,67.04276911,16.85402185,0.077708864,-49.30352541,-159.0054211,17.547043,17.76571,17.154526,0.6111851,0,0,0,0,0
Gaia DR2 1021408850089922560,1021408850089922560,144.6747045,54.21609472,11.0536973,0.162963246,-49.30574736,-29.37682084,18.055191,18.099833,17.840424,0.25940895,18.40989,18.06906,18.08086,18.16749,18.29452
Gaia DR2 6278647144803227776,6278647144803227776,221.013054,-22.55102012,11.5026679,0.315953148,-49.32739641,-110.2377514,18.873953,19.128094,18.490616,0.6374779,0,0,0,0,0
Gaia DR2 414603986339418624,414603986339418624,12.18935218,50.12802082,18.90443463,0.070881935,-49.33047251,3.121826322,16.186052,16.206482,16.074018,0.13246346,0,0,0,0,0
Gaia DR2 3396823594991843072,3396823594991843072,85.55475211,17.80113678,11.58107165,0.759603286,-49.33845111,-51.33971354,19.913387,20.67623,19.234617,1.4416122,0,0,0,0,0
Gaia DR2 203560937069785088,203560937069785088,71.18836777,41.75100761,12.1332512,0.25943805,-49.38141915,-2.221160244,18.615196,18.78402,18.294949,0.4890709,0,0,0,0,0
Gaia DR2 5698587862747531008,5698587862747531008,118.6972744,-24.25710258,26.58776154,0.098073274,-49.40914237,138.4258478,17.250084,17.538992,16.76429,0.7747021,0,0,0,0,0
Gaia DR2 541198628425329152,541198628425329152,50.52088172,69.52316307,13.52440534,0.046902746,-49.45802312,22.74153279,16.489738,16.519495,16.396372,0.12312317,0,0,0,0,0
Gaia DR2 4016204440813547520,4016204440813547520,184.3756508,32.44274117,12.36929291,0.140848782,-49.47906026,33.72442449,17.749184,17.887543,17.38094,0.50660324,18.35863,17.90095,17.72759,17.71892,17.80505
Gaia DR2 3292685210887016192,3292685210887016192,70.11846118,9.393251867,30.77449714,0.083329324,-49.48247294,-742.4383682,16.817617,17.075056,16.387587,0.6874695,17.845,17.119,16.81,16.71,16.704
Gaia DR2 2127591833389528064,2127591833389528064,291.2710518,46.68453679,10.54188889,0.06530661,-49.51087203,-35.99543966,16.912008,16.922459,16.869928,0.05253029,0,0,0,0,0
Gaia DR2 1619166249269416832,1619166249269416832,225.2717271,61.6482113,14.21747102,0.07899836,-49.59944028,-82.37260182,17.415934,17.758682,16.907553,0.85112953,18.843,17.838,17.391,17.213,17.179
Gaia DR2 3219428015303785856,3219428015303785856,85.9276722,0.6034491,11.31773054,0.215462884,-49.60252868,45.49943747,18.425478,18.64407,18.074018,0.5700512,19.284,18.641,18.4,18.301,18.344
Gaia DR2 4376670222653381376,4376670222653381376,262.438043,2.138225389,10.49023313,0.119780743,-49.66581385,-79.4866716,16.261955,16.203037,16.307043,-0.10400581,16.476,16.131,16.359,16.64,16.918
Gaia DR2 1705586493119219712,1705586493119219712,261.8266196,78.70244179,12.64661959,0.057017169,-49.71497358,118.8861687,16.080368,16.055801,16.129902,-0.074100494,16.398,15.928,16.148,16.365,16.673
Gaia DR2 1639910911246160896,1639910911246160896,237.7906259,62.45606363,18.04216383,0.056150044,-49.84055544,99.02478026,16.77904,16.850706,16.583862,0.2668438,17.148,16.834,16.813,16.893,17.026
Gaia DR2 4465939601772584448,4465939601772584448,249.0054072,16.31843803,14.47765146,0.50833139,-49.88057301,-72.84476534,19.689278,20.26885,19.027285,1.2415657,23.428,20.636,19.535,19.292,19.303
Gaia DR2 4576446537626664192,4576446537626664192,271.8418746,22.07543703,19.48545045,0.078194296,-49.88599617,-84.46095322,17.005299,17.109934,16.6922,0.41773415,0,0,0,0,0
Gaia DR2 4347700805681797120,4347700805681797120,239.5198613,-9.136101669,19.25860622,0.056268234,-49.89223692,-131.1138886,14.939085,14.878071,15.01581,-0.13773918,0,0,0,0,0
Gaia DR2 3267081566509086592,3267081566509086592,47.06976922,0.683006233,11.27215586,0.18247526,-49.89940465,-40.48849829,18.210304,18.35381,17.88216,0.47164917,18.79289,18.33297,18.23563,18.21257,18.24054
Gaia DR2 877134026669419520,877134026669419520,119.6400151,29.30911213,10.36392187,0.361095172,-49.91757767,-42.38946925,19.376087,19.657333,18.795359,0.8619747,20.842,19.779,19.311,19.143,19.081
Gaia DR2 1348275102768198912,1348275102768198912,261.8720188,42.08165785,14.42153349,0.058009939,-49.94777143,107.7424314,16.677446,16.727343,16.528847,0.19849586,0,0,0,0,0
Gaia DR2 1305209190813293440,1305209190813293440,245.5910876,26.86521193,10.81268262,0.194634779,-49.97103797,110.8983831,18.80161,19.085136,18.380295,0.7048416,19.817,19.074,18.77,18.669,18.689
Gaia DR2 3065135949463337984,3065135949463337984,126.7051405,-5.661343313,10.98834408,0.140248831,-50.0175901,-13.47264073,17.974194,18.112955,17.716166,0.39678955,18.545,18.052,17.973,17.976,18.044
Gaia DR2 1111382608148401792,1111382608148401792,109.6605936,71.9991839,11.50918504,0.298011786,-50.02052845,-146.6228861,19.433199,19.833843,18.801144,1.0326996,0,0,0,0,0
Gaia DR2 2927580653921907072,2927580653921907072,107.2705811,-23.15924977,11.33291871,0.417557564,-50.02197647,8.459276236,19.699366,20.30153,18.964905,1.336626,0,0,0,0,0
Gaia DR2 159277625222514048,159277625222514048,68.58535006,30.90498216,29.37261932,0.16955213,-50.02786341,-284.6879714,17.845186,18.358486,17.167303,1.1911831,0,0,0,0,0
Gaia DR2 1258934014870979712,1258934014870979712,214.7756286,25.7321971,13.49349624,0.127166791,-50.0343505,-43.93440296,17.385452,17.440355,17.224398,0.21595764,17.79519,17.40678,17.45328,17.52933,17.69663
Gaia DR2 2292469546206215040,2292469546206215040,285.2165787,76.65992583,13.71771709,0.131793429,-50.03791563,8.312770023,18.260017,18.383669,17.968954,0.4147148,0,0,0,0,0
Gaia DR2 384636109728592768,384636109728592768,2.843299045,42.67705659,42.71350125,0.045230234,-50.05569225,-226.9214333,15.235574,15.403432,14.908654,0.49477768,0,0,0,0,0
Gaia DR2 1952317894531369344,1952317894531369344,326.27582,35.96072283,13.01140895,0.238824937,-50.07456559,-74.19600993,18.88582,19.14245,18.416975,0.7254753,0,0,0,0,0
Gaia DR2 4269821258919600000,4269821258919600128,274.7995189,-3.252979074,23.70970598,0.12414153,-50.11027075,240.5587228,17.66022,18.031391,17.144585,0.8868065,0,0,0,0,0
Gaia DR2 3360357673380278016,3360357673380278016,108.373397,16.49581356,17.61822507,0.184802531,-50.13855071,-20.65653338,18.102234,18.476364,17.59602,0.8803444,0,0,0,0,0
Gaia DR2 6876934409805839872,6876934409805839872,306.1784871,-12.69761464,12.52061693,0.059281982,-50.14122889,-98.65655238,15.251453,15.110981,15.431219,-0.3202381,15.04,15.052,15.4,15.69,15.96
Gaia DR2 5650805870536726144,5650805870536726144,139.4859874,-24.03954174,11.49829303,0.507764565,-50.14175498,9.111510563,19.70432,20.078417,19.070293,1.0081234,0,0,0,0,0
Gaia DR2 4589281235629827584,4589281235629827584,272.8538632,28.24151863,12.83180745,0.120006767,-50.18746828,54.18649971,17.989607,18.04775,17.825241,0.22250938,0,0,0,0,0
Gaia DR2 5732405748034834048,5732405748034834048,136.4768212,-14.09238527,10.54159051,0.5252069,-50.18803081,152.4923579,19.601048,20.06989,18.923054,1.1468353,0,0,0,0,0
Gaia DR2 1215408610135114112,1215408610135114112,229.2358349,23.2780509,10.40669603,0.122837829,-50.23755808,61.42111581,17.786299,17.95438,17.425407,0.5289726,18.55297,17.97441,17.79563,17.74764,17.79033
Gaia DR2 462698785303228672,462698785303228672,51.06062555,61.22967587,11.50683598,0.365926489,-50.26541538,-56.8007093,19.317682,19.735037,18.70691,1.0281277,0,0,0,0,0
Gaia DR2 4307531655889790336,4307531655889790336,286.2422516,8.694892481,22.66047741,0.111180179,-50.29335164,3.992536782,17.438805,17.680119,17.050484,0.62963486,0,0,0,0,0
Gaia DR2 3567819437183264512,3567819437183264512,180.5711546,-16.70769033,12.1795083,0.655822606,-50.30783588,-99.00999954,19.835625,20.402422,19.153471,1.248951,0,0,0,0,0
Gaia DR2 4007991157673846144,4007991157673846144,179.7145458,28.89177454,14.46777729,0.086186534,-50.35215049,-52.30033289,16.729948,16.795403,16.562866,0.23253632,17.16527,16.75714,16.79763,16.87497,17.0199
Gaia DR2 796546150842518400,796546150842518400,147.6990347,36.66761796,10.49037949,0.136061649,-50.41939358,-39.406561,16.993597,17.015816,16.925123,0.09069252,17.344,16.922,17.06,17.21,17.435
Gaia DR2 3241526030062069120,3241526030062069120,77.53988661,6.637782977,16.74992315,0.09175584,-50.46695148,-33.39134968,16.803354,16.921385,16.510437,0.4109478,0,0,0,0,0
Gaia DR2 5654624336982429440,5654624336982429440,134.0716332,-23.47070884,11.67365352,0.245319266,-50.48181953,-37.60413187,18.80499,18.998331,18.43257,0.56576157,0,0,0,0,0
Gaia DR2 2609067704606647680,2609067704606647680,337.7061799,-9.75274021,14.49754582,0.127128259,-50.4926217,-57.58063971,17.34661,17.505896,17.032322,0.47357368,17.97146,17.49619,17.35088,17.33665,17.33075
Gaia DR2 5706792143630759808,5706792143630759808,128.642375,-19.70156298,10.46326636,0.262889487,-50.54890524,-2.34997883,18.77656,18.996416,18.332916,0.66349983,0,0,0,0,0
Gaia DR2 4491980748701631616,4491980748701631616,262.6787236,10.8793002,12.9155212,0.055208692,-50.57410568,-85.59056208,16.173613,16.14812,16.161839,-0.013717651,0,0,0,0,0
Gaia DR2 1044665960562086528,1044665960562086528,133.7375579,65.18232479,10.88451124,0.404520654,-50.60140329,-9.963164026,19.675673,20.06235,19.008467,1.0538826,0,0,0,0,0
Gaia DR2 4358329681504924800,4358329681504924800,248.7941347,-1.609009795,10.98103103,0.14124083,-50.61984821,13.34154115,17.755709,17.790945,17.594254,0.19669151,18.03,17.777,17.791,17.865,18.043
Gaia DR2 793309222967482368,793309222967482368,147.7060093,32.32810454,13.98735646,0.074317116,-50.6361904,-1.366945768,15.466229,15.32125,15.656593,-0.33534336,15.186,15.257,15.631,15.936,16.22
Gaia DR2 1140490739678163840,1140490739678163840,102.5749346,79.05844915,12.26731562,0.1137952,-50.64149841,-120.1135986,17.9476,18.130592,17.60207,0.5285225,0,0,0,0,0
Gaia DR2 2777751372630874112,2777751372630874112,13.57197129,14.20442894,10.18803711,0.3709396,-50.67787459,-10.78033364,19.190813,19.43865,18.825329,0.6133213,20.053,19.394,19.177,19.161,19.143
Gaia DR2 5635674391515944448,5635674391515944448,136.2301853,-29.13178379,10.6098043,0.25571731,-50.70349085,-1.911734787,19.084398,19.365889,18.592377,0.7735119,0,0,0,0,0
Gaia DR2 2843077206728009472,2843077206728009472,345.7055935,24.50742804,13.79253668,0.166011417,-50.70641091,-125.5285749,17.971432,18.122978,17.633244,0.48973465,18.578,18.172,17.972,17.954,17.967
Gaia DR2 1629499704360785920,1629499704360785920,241.4905609,63.27669979,10.11846105,0.294805653,-50.73039515,-14.94439275,19.787048,20.222786,19.252672,0.97011375,0,0,0,0,0
Gaia DR2 6749614635504586752,6749614635504586752,301.5775117,-29.66158016,20.31180078,0.17169025,-50.74769093,0.230844972,18.037544,18.440275,17.45615,0.98412514,0,0,0,0,0
Gaia DR2 6214164262466529024,6214164262466529024,228.7317912,-27.41455247,11.09810843,0.113505401,-50.80176287,-101.4399234,17.247448,17.319395,17.10258,0.21681595,0,0,0,0,0
Gaia DR2 4426435871273922560,4426435871273922560,237.3947438,5.588079363,11.26073375,0.080680286,-50.81226385,-0.917472234,15.937826,15.774956,16.128286,-0.3533306,15.59172,15.69977,16.11475,16.4363,16.74718
Gaia DR2 1733782571164433408,1733782571164433408,318.242211,6.372231759,17.28545193,0.072194781,-50.81302178,-51.26411766,16.233276,16.225546,16.146418,0.079128265,16.336,16.187,16.303,16.444,16.6
Gaia DR2 5714970036246904576,5714970036246904576,121.3253011,-17.63212648,10.6208449,0.259135615,-50.82981144,-99.01783462,18.779095,19.04385,18.346434,0.6974163,0,0,0,0,0
Gaia DR2 1118761258879977984,1118761258879977984,137.6561537,70.75320034,14.92407129,0.124437991,-50.83063432,85.93932899,17.831491,17.928516,17.559517,0.36899948,0,0,0,0,0
Gaia DR2 5695851796776718336,5695851796776718336,128.3783976,-23.83247801,10.67287586,0.154928143,-50.88093109,125.4916728,17.779886,17.817528,17.589283,0.22824478,0,0,0,0,0
Gaia DR2 3731530843043705216,3731530843043705216,199.1694761,8.182970282,11.40047493,0.260355572,-50.88106185,-1.629179592,18.391989,18.577135,18.065022,0.5121136,19.04426,18.55627,18.36667,18.35665,18.43496
Gaia DR2 770539191854568448,770539191854568448,171.4892281,40.33124262,10.60843058,0.302034688,-50.89511778,9.644231299,19.03129,19.316347,18.41752,0.8988266,20.403,19.404,18.986,18.788,18.698
Gaia DR2 1762899533150392704,1762899533150392704,311.3799434,15.44519452,11.56383146,0.079231137,-50.90581845,-46.63035829,16.452162,16.422022,16.490816,-0.06879425,16.69442,16.31803,16.52079,16.76907,16.99581
Gaia DR2 810719091945103616,810719091945103616,140.3299999,36.15586221,12.14935115,0.345495089,-50.91634461,-158.2804623,19.055965,19.333408,18.478804,0.8546047,20.411,19.494,19.031,18.814,18.677
Gaia DR2 3674885584528395520,3674885584528395520,213.2599497,8.937085081,12.73160811,0.527680765,-50.94436485,-283.661261,19.85287,20.354418,19.225325,1.1290932,22.912,20.467,19.727,19.505,19.549
Gaia DR2 4240366136980012416,4240366136980012416,298.7028858,1.254369531,11.29666003,0.262904693,-51.00727801,-197.0243305,19.041239,19.380665,18.599854,0.7808113,20.187,19.358,19.126,18.85,19.08
Gaia DR2 1464837457164974976,1464837457164974976,192.9272227,29.20630173,10.91603217,0.762739137,-51.00894774,94.32960922,19.890827,20.31172,19.20666,1.1050606,22.401,20.637,19.808,19.481,19.419
Gaia DR2 655245124121246720,655245124121246720,120.8491248,16.56514865,15.64347121,0.275547861,-51.04793685,-217.0733005,18.681328,19.025826,18.072914,0.9529114,20.414,19.151,18.616,18.41,18.318
Gaia DR2 294023805998116864,294023805998116864,18.67680829,24.28072574,15.8316183,0.575836936,-51.09793394,-116.3515595,19.227419,20.066664,18.468378,1.5982857,22.248,20.222,19.17,18.786,18.595
Gaia DR2 726160806613850624,726160806613850624,155.5365008,25.38533838,11.92276992,0.165238103,-51.13250381,-54.5163529,17.560865,17.662346,17.343376,0.31896973,18.023,17.606,17.596,17.653,17.741
Gaia DR2 1429284061486392576,1429284061486392576,241.5165457,55.15752044,12.42432386,0.198032665,-51.13653856,138.2557327,18.933441,19.31088,18.407368,0.90351295,20.257,19.284,18.814,18.669,18.613
Gaia DR2 5638422895707713408,5638422895707713408,140.8678706,-25.24896739,11.1191998,0.194667246,-51.17807932,49.50491448,18.231161,18.426846,17.933306,0.4935398,0,0,0,0,0
Gaia DR2 1209640499120458752,1209640499120458752,233.4552223,18.31458525,11.36147681,0.070165509,-51.18505592,-174.2739593,16.316658,16.302002,16.319468,-0.017465591,16.532,16.172,16.412,16.604,16.861
Gaia DR2 428300220431345536,428300220431345536,6.453519693,59.38435765,11.50037493,0.106248405,-51.20939174,-2.432089556,17.600418,17.637499,17.540356,0.09714317,0,0,0,0,0
Gaia DR2 6262044278706178048,6262044278706178048,235.2040999,-15.99383198,10.45627984,0.176161426,-51.24688498,-22.56988148,17.757812,17.828016,17.51306,0.31495667,19.847,17.742,17.658,17.589,18.735
Gaia DR2 722446385752579840,722446385752579840,158.4547458,23.15446432,15.60273181,0.06782047,-51.25805508,-11.8440961,15.659417,15.514525,15.8353405,-0.3208151,15.286,15.48,15.858,16.162,16.473
Gaia DR2 2441483303397892608,2441483303397892608,359.9323333,-7.677635007,10.65600046,0.16428827,-51.31722359,-90.54836101,16.886993,16.865965,16.851694,0.014270783,17.262,16.788,16.971,17.131,17.398
Gaia DR2 2275309502592003328,2275309502592003328,310.9375545,72.63521387,21.10045996,0.123471837,-51.35117017,-79.27845199,18.2147,18.719305,17.604355,1.1149502,0,0,0,0,0
Gaia DR2 1534719152051775616,1534719152051775616,187.3337208,41.43658321,10.31958187,0.307401577,-51.38183613,13.2833442,18.71423,18.89666,18.288189,0.6084709,19.742,19.058,18.669,18.589,18.58
Gaia DR2 2278769532541423616,2278769532541423616,313.0436996,77.45564735,13.27375038,0.276808088,-51.40412183,-81.73822694,19.185581,19.564396,18.467453,1.0969429,0,0,0,0,0
