id,Column2,Column1,g,ge,r,re,i,ie,z,ze,y,ye
1448881864114808448,13.93564219,0.107259451,17.1885,0.0053,17.2197,0.0043,17.3306,0.0033,17.4733,0.0053,17.5633,0.0048
1449073419655962496,11.16811006,0.592880482,20.2435,0.0153,19.6573,0.0129,19.3612,0.0062,19.2152,0.0139,19.1757,0.0369
1450096442210453632,10.25387864,0.318257428,19.3843,0.012,19.0404,0.0117,18.8816,0.0115,18.8502,0.0127,18.8484,0.0258
1450153273218061696,11.84571788,0.588214336,20.5391,0.0181,19.9697,0.0153,19.7848,0.0125,19.7013,0.0163,19.5188,0.0654
1451503404777191936,10.06344264,0.531654671,20.6848,0.0412,19.9919,0.0206,19.7556,0.0088,19.6273,0.016,19.5659,0.0398
1451544876981617920,13.02476957,0.651573885,20.7863,0.0297,20.0494,0.016,19.7835,0.0097,19.6999,0.025,19.5932,0.0683
1451566149955227520,33.32862772,0.052831215,16.4563,0.0083,16.3143,0.0004,16.3298,0.0014,16.3465,0.0047,16.3667,0.0075
1452337006389928960,16.95092484,0.100716001,17.4996,0.0113,17.401,0.0065,17.3979,0.0035,17.4703,0.0044,17.513,0.0184
1453676525085505408,12.68975977,0.144553772,18.0931,0.0064,17.9889,0.0061,18.024,0.0033,18.1084,0.0067,18.1589,0.0178
145429108768875008,22.91771167,0.075732986,16.5615,0.0034,16.5413,0.0021,16.6291,0.0034,16.737,0.0043,16.8149,0.0106
1454347089739329152,25.35811382,0.18143834,18.5966,0.0129,17.922,0.0063,17.6507,0.0047,17.5326,0.0071,17.4827,0.0132
1455070083058636672,14.74888489,0.30560486,19.8272,0.029,19.1177,0.0091,18.8072,0.0102,18.7234,0.0162,18.6655,0.0175
1455502843963911296,11.05551134,0.466291373,20.4039,0.0154,19.6707,0.011,19.3742,0.0145,19.2533,0.012,19.2662,0.0314
1456903763514134272,14.04048025,0.082022381,16.9181,0.0065,16.9242,0.0042,16.9844,0.0057,17.1194,0.0033,17.1962,0.0098
1456907504427822464,11.74946244,0.312635577,19.6813,0.0139,19.1566,0.0107,18.9388,0.0218,18.8893,0.0143,18.7339,0.0286
1458024268941320064,10.54048633,0.072815997,16.0872,0.0127,16.3378,0.0048,16.5908,0.0043,16.8322,0.0082,17.004,0.0042
1458210842321624448,11.55977693,0.304249694,19.9109,0.0187,19.3974,0.0134,19.1323,0.0115,19.1032,0.0151,19.0298,0.0337
1459546263999675264,26.30443574,0.196216337,19.2615,0.0126,18.3701,0.0053,17.9722,0.0048,17.8301,0.0086,17.7626,0.0293
1459590725116218752,11.19299587,0.453387126,20.2867,0.0296,19.6746,0.0064,19.3948,0.0152,19.2584,0.0105,19.1842,0.0511
1460293317343353344,15.39021635,0.129723658,17.7467,0.0042,17.5556,0.0043,17.5246,0.0015,17.5417,0.0047,17.5604,0.0067
1460689760003983232,30.33777523,0.073163274,15.43,0.0023,15.4218,0.0031,15.4996,0.0028,15.604,0.0016,15.686,0.005
1460807304669403136,10.28571385,0.12247812,17.4586,0.0107,17.5026,0.0061,17.6753,0.0103,17.8351,0.0062,17.9626,0.0136
1461469893567499904,11.21363456,0.633761226,20.7284,0.0171,19.8837,0.0144,19.485,0.0086,19.3951,0.027,19.1987,0.0492
1461916982483364864,10.18580606,0.486553714,20.2512,0.0254,19.6688,0.0111,19.4114,0.0175,19.3727,0.0191,19.3067,0.0347
1462641629366243712,18.42334057,0.193896924,19.4899,0.0124,18.457,0.0221,17.9069,0.0068,17.9193,0.0141,17.9984,0.0165
1464134289414972288,13.73010644,0.143262735,18.021,0.0052,17.8204,0.0048,17.7746,0.0035,17.8032,0.0074,17.8406,0.0162
1464773616771051136,10.56859247,0.851099443,20.9807,0.0271,20.1975,0.0169,19.8714,0.0152,19.7354,0.0232,19.6875,0.0293
1464837457164974976,10.91603217,0.762739137,20.5333,0.0185,19.8017,0.0165,19.5095,0.0059,19.4031,0.0161,19.3028,0.0309
1465092887460185600,15.60314099,0.131931512,17.7876,0.0047,17.5913,0.0037,17.5508,0.007,17.5851,0.0028,17.6152,0.0126
1465214177336901376,12.17766128,0.142704396,18.0606,0.0061,17.9529,0.0056,17.9614,0.0091,18.0017,0.0051,18.088,0.0106
1465871650930738048,21.61517521,0.246703502,19.4262,0.0063,18.5146,0.0057,18.1392,0.0048,17.9762,0.0129,17.8776,0.0178
1466070426313113088,16.76445252,0.077405216,17.3965,0.0046,17.0394,0.0035,16.8986,0.0039,16.881,0.0042,16.8791,0.0061
1466654606288277632,10.52070741,0.244956945,19.31,0.0103,18.9334,0.0094,18.864,0.008,18.81,0.0169,18.8039,0.0362
1467011054214315776,13.66288057,0.264269229,19.0911,0.0068,18.7342,0.0072,18.5976,0.0046,18.5712,0.0077,18.4885,0.0184
1467956668578931840,11.48505437,0.373906046,20.0883,0.0154,19.47,0.0107,19.2105,0.0055,19.1185,0.0165,19.1234,0.0283
1468213546275054208,39.14578487,0.047217342,16.2079,0.0038,15.8908,0.001,15.9372,0.0029,16.0844,0.004,16.1159,0.0074
1468305213760240384,10.43205011,0.540132248,20.6967,0.0311,19.9119,0.0169,19.6165,0.0179,19.5008,0.0273,19.3444,0.0555
1468882118064381696,10.23023382,0.247181978,19.2815,0.0074,18.9547,0.0119,18.83,0.0069,18.8298,0.0109,18.8199,0.0236
1469189191046042112,10.66978462,0.089695676,17.0672,0.0084,17.0786,0.0036,17.1325,0.0075,17.2691,0.008,17.3315,0.0261
1470081444731625728,14.55224113,0.053221018,14.9807,0.0032,15.3014,0.0042,15.5735,0.0016,15.8247,0.0039,15.9969,0.0053
1470240530320055680,17.87534488,0.240316934,19.3491,0.0164,18.7124,0.0058,18.4462,0.0042,18.3544,0.0105,18.3427,0.0147
1470849350522703488,10.57179666,0.058348008,15.786,0.004,16.0703,0.008,16.3746,0.008,16.6202,0.0051,16.7513,0.0089
1470926586919626880,18.75357006,0.188182926,18.6909,0.0067,18.2892,0.0063,18.1789,0.0063,18.1676,0.0087,18.1328,0.0134
147095826660107520,10.29233832,0.103442805,17.0006,0.0044,17.1995,0.0045,17.4565,0.0022,17.689,0.0099,17.8397,0.0103
1471788161655374080,16.76421794,0.117886667,17.7946,0.0062,17.6412,0.0028,17.7149,0.0041,17.8341,0.0066,17.8799,0.0096
1471998511973713152,12.61821041,0.078015877,16.6491,0.008,16.7256,0.0027,16.8716,0.0031,17.0325,0.0031,17.1346,0.0111
1472029470098019072,28.1816118,0.055126668,16.4704,0.0066,16.2881,0.0031,16.2463,0.0024,16.2708,0.0023,16.292,0.0036
1472094341284011904,18.97674872,0.12970828,17.9702,0.0053,17.6426,0.0082,17.5022,0.0065,17.5113,0.0059,17.5011,0.038
1472114647889153920,11.59999103,0.053022232,15.9169,0.0058,16.1847,0.002,16.4458,0.0029,16.6874,0.0038,16.8279,0.0078
1472382752631394048,11.46878531,0.262629554,19.5891,0.0169,19.1519,0.0072,18.9682,0.0082,18.8976,0.008,18.8583,0.0123
1472481502519806848,10.29663565,0.377274654,20.1838,0.0169,19.6294,0.0122,19.4014,0.0082,19.3216,0.014,19.3091,0.0312
1472500473391093120,23.25191587,0.072956005,17.0659,0.0046,16.9737,0.0046,16.9915,0.0031,17.066,0.0031,17.1253,0.013
1472821908743764096,13.7284062,0.146692028,17.8818,0.0027,17.8802,0.0059,17.9493,0.0043,18.0883,0.0149,18.1937,0.0307
1474090607723007104,20.85847951,0.047708827,15.3003,0.0062,15.4184,0.0025,15.6086,0.0035,15.815,0.0055,15.9431,0.0052
147448842907369216,13.87460099,0.132810292,17.3036,0.0021,17.2815,0.0023,17.3519,0.0027,17.4489,0.0041,17.5326,0.0194
1474566730618510464,10.57991556,0.344683603,19.6031,0.0112,19.1517,0.007,19.047,0.0069,19.0549,0.0149,19.022,0.0315
1474929672534527360,11.59594644,0.085045445,16.5959,0.0022,16.773,1.00E+04,16.931,0.0058,17.1224,0.0042,17.2588,0.0065
147661731550958976,12.23408198,0.122720801,17.6102,0.001,17.5449,0.0061,17.5812,0.0039,17.6619,0.0128,17.7663,0.0145
1476676792214925056,13.61087457,0.187725902,19.0577,0.0092,18.6467,0.007,18.4915,0.0076,18.4359,0.0161,18.4709,0.0138
1476702321500114432,10.04143421,0.115709731,17.9233,0.0068,17.8443,0.0027,17.8829,0.007,17.9502,0.0063,18.0193,0.0167
1477612029933470080,12.09914576,0.25300206,19.3002,0.01,18.8479,0.0122,18.7074,0.0072,18.6409,0.0142,18.5037,0.0278
1478363619145920640,23.60532722,0.040695331,13.8874,0.0027,14.2079,0.0096,14.4851,0.0023,14.7397,0.0033,14.9115,0.0053
1478514389681253248,11.88746393,0.082189208,16.7033,0.0032,16.795,0.0053,16.9387,0.0031,17.1271,0.0038,17.2334,0.0033
1479297757353952640,11.46686662,0.372311905,19.8382,0.0184,19.4867,0.0296,19.3473,0.006,19.3546,0.0184,19.3296,0.0264
147985404582267648,11.52112913,0.091734634,15.5968,0.0054,15.955,0.0013,16.2781,0.0051,16.5502,0.0051,16.7552,0.0064
1480565666057619072,12.19441588,0.397928893,20.1771,0.0159,19.4837,0.0135,19.2154,0.0059,19.1215,0.0128,19.0438,0.0141
1480602014365816320,10.56969977,0.072445939,16.7766,0.0039,16.9673,0.0027,17.1596,0.002,17.3471,0.0064,17.4894,0.0062
1481311753417900160,10.19665946,0.045067031,15.3618,0.0059,15.608,0.0014,15.8653,0.0017,16.0728,0.0058,16.2303,0.0043
1481667548507617920,11.45035395,0.422148146,20.5501,0.0082,19.8164,0.0172,19.5304,0.0093,19.4289,0.0186,19.3973,0.0292
1481854770426696704,10.05523737,0.132524832,17.9039,0.0061,17.7945,0.0064,17.8025,0.0036,17.869,0.005,17.9223,0.0165
1482922018261625728,13.90910532,0.421316003,20.6259,0.0284,19.7372,0.0243,19.3892,0.0171,19.2114,0.0234,19.1022,0.0346
1483371791532150784,11.89057269,0.206726175,19.4356,0.0146,18.954,0.0153,18.7791,0.0043,18.7368,0.0075,18.672,0.0161
1483427385588999936,12.23975561,0.178436497,18.7076,0.0042,18.4957,0.0089,18.5297,0.0056,18.6377,0.0093,18.7008,0.0199
1483683911099065088,11.8677725,0.20052563,18.768,0.008,18.5623,0.0068,18.5432,0.0043,18.5947,0.0063,18.6419,0.0164
1484845034034212224,11.76056024,0.150938363,18.3507,0.0149,18.3173,0.0104,18.3407,0.0065,18.4218,0.0091,18.4655,0.02
1485197354494658176,10.20152268,0.149336071,18.3421,0.0067,18.2394,0.0057,18.2155,0.0077,18.2535,0.0068,18.3105,0.018
1485449383176277248,12.65743609,0.322774929,20.3345,0.0223,19.551,0.0094,19.2103,0.0067,19.0901,0.0093,19.0081,0.0237
14862584004642688,20.60408401,0.134508958,17.6677,0.0042,17.4873,0.0076,17.4986,0.0057,17.5691,0.0098,17.6082,0.0059
1486484367214724992,13.52685196,0.127646269,18.2011,0.008,18.0163,0.0035,17.9838,0.0044,18.0239,0.0096,18.0856,0.0111
1486537113709628672,11.49847918,0.326541422,19.7465,0.0151,19.3137,0.0092,19.1196,0.0059,19.0655,0.012,19.0351,0.0243
1486801267085903488,10.83144608,0.279418712,19.4295,0.0144,19.1108,0.0113,19.0323,0.0076,19.0288,0.014,18.9906,0.0217
1487362258530962944,10.15622539,0.099143588,17.3793,0.0039,17.4576,0.0052,17.6101,0.004,17.7736,0.0065,17.9031,0.0127
1488064949540111104,12.50959296,0.197300605,19.4454,0.0112,18.8021,0.0063,18.6531,0.0049,18.6393,0.0115,18.6658,0.0216
1488528982101264000,10.56813583,0.283882946,20.265,0.0172,19.5026,0.0265,19.1579,0.0058,19.0445,0.0107,18.9648,0.0225
1488715482466110080,13.83455083,0.292538522,19.8974,0.0223,19.2198,0.0054,18.9453,0.0107,18.8584,0.0204,18.7629,0.0418
1488904946359359488,11.95031038,0.049538875,15.889,0.0052,16.1143,0.0035,16.368,0.0022,16.601,0.0027,16.7652,0.007
1489418418289775616,16.5228525,0.04286096,16.2206,0.0023,16.2519,0.0053,16.3758,0.0016,16.5203,0.0037,16.585,0.0069
1489504004102020864,13.64348093,0.173436595,19.1244,0.0092,18.751,0.0079,18.5977,0.0098,18.5599,0.0066,18.5734,0.0121
14895255820376064,10.01476324,0.320606262,19.2254,0.0151,18.9554,0.0063,18.8743,0.0061,18.8853,0.0076,18.9053,0.0164
1491559506730816384,10.80333136,0.310974133,19.4645,0.0078,19.2558,0.0114,19.2005,0.0091,19.2386,0.0142,19.2698,0.0344
1492278518615941504,21.82618228,0.077049634,17.404,0.0139,17.3853,0.0129,17.4918,0.0047,17.6054,0.0049,17.7249,0.0221
1492836834300292992,16.4652933,0.081722601,17.499,0.0093,17.3418,0.0124,17.3215,0.0061,17.3838,0.0056,17.4561,0.0192
1492944375984949504,17.96730496,0.161202346,18.9491,0.0181,18.4545,0.0063,18.244,0.0064,18.167,0.0042,18.1574,0.0102
1493367245581725184,36.85581157,0.072417151,18.0725,0.0124,17.1585,0.0027,16.8769,0.0068,16.7667,0.0068,16.7282,0.0099
1493842161589005440,13.3387251,0.252253108,19.6854,0.0081,19.0908,0.0082,18.8434,0.0043,18.7348,0.0084,18.7216,0.0391
1493934284343845504,10.34213735,0.066174559,17.2701,0.0062,17.3098,0.0037,17.4194,0.0034,17.5558,0.0067,17.6604,0.01
1494157691363079168,22.27683575,0.064331727,17.0096,0.01,16.8759,0.0033,16.9536,0.0033,17.0678,0.0029,17.145,0.0105
1494432053873688448,12.54363399,0.15517885,18.6906,0.0059,18.4488,0.0071,18.3696,0.0181,18.4176,0.0101,18.495,0.0409
1494485758144731520,23.36127883,0.057649219,16.826,0.0053,16.7179,0.0025,16.7428,0.0075,16.8444,0.0032,16.9121,0.0112
1494564162771398016,11.13617621,0.206809055,19.3533,0.0226,19.0383,0.0126,18.9305,0.0066,18.9517,0.019,18.867,0.0197
1495325853747745536,10.22066586,0.149791103,18.5075,0.0106,18.3137,0.0063,18.2907,0.0046,18.3421,0.0098,18.3592,0.0131
1495340933377121792,11.66529062,0.103880394,17.7164,0.0075,17.6904,0.0028,17.764,0.0037,17.8873,0.0071,17.953,0.012
1496083447322545024,11.87664259,0.482929336,20.915,0.0395,19.9551,0.0189,19.5836,0.0146,19.4366,0.0174,19.3004,0.0315
1497899703093177728,10.188487,0.119761953,18.1279,0.004,18.0282,0.006,18.0549,0.0036,18.1226,0.0047,18.1647,0.0121
1498122491636872064,15.29530727,0.241528044,19.4278,0.0132,18.8347,0.0077,18.5622,0.0072,18.5086,0.0048,18.4399,0.0168
1498126030689316736,14.69599464,0.120792632,18.2043,0.0076,17.9614,0.0057,17.8939,0.0047,17.9102,0.0087,17.9053,0.0131
149824883240282496,12.82936235,0.236064276,18.6763,0.0164,18.5464,0.008,18.5392,0.0044,18.6164,0.0067,18.7006,0.0295
1498271376679465600,10.52890276,0.051260159,15.8769,0.0061,16.1608,0.0036,16.4503,0.0033,16.683,0.0039,16.8614,0.006
1498271406743008640,10.66533224,0.157854119,18.466,0.0038,18.2814,0.0103,18.2681,0.0058,18.3012,0.0104,18.3495,0.0087
1498447607777405312,27.77808407,0.029462763,15.0805,0.0046,15.1622,0.0046,15.2827,0.0023,15.4437,0.004,15.545,0.0045
149884909703520000,10.89759591,0.355664725,19.1804,0.0095,18.9391,0.0061,18.8642,0.0195,18.8546,0.0133,18.8272,0.0699
1499209530679741184,19.29738755,0.139385686,18.6396,0.0134,18.1706,0.0051,17.9935,0.0057,17.9384,0.0062,17.9499,0.0103
1499290379143445760,12.71558315,0.137447418,18.5145,0.0076,18.3431,0.0079,18.3356,0.007,18.4074,0.0103,18.4631,0.0171
1500444625834675200,10.29502036,0.163508448,18.633,0.0053,18.5612,0.0084,18.6229,0.004,18.6956,0.013,18.7669,0.0212
1500607765872799616,26.68366845,0.067059131,17.7428,0.0069,17.0106,0.0059,16.6938,0.0045,16.587,0.0059,16.5372,0.0101
1501012287368950528,17.05430576,0.096479009,17.6553,0.0069,17.6058,0.0043,17.6207,0.0052,17.7045,0.0069,17.7413,0.0121
1501853065870482304,11.03832328,0.334642895,20.1606,0.0172,19.5129,0.0101,19.2818,0.0089,19.1876,0.0091,19.1003,0.013
1502063317405058304,25.38451229,0.073919133,17.0413,0.006,16.8674,0.0035,16.844,0.0032,16.9212,0.0053,16.9396,0.01
1502284452385828864,11.22978992,0.145160291,18.2911,0.0119,18.2734,0.0034,18.3397,0.0045,18.4465,0.0133,18.472,0.0246
150260530363309056,10.83418998,0.678763776,20.6342,0.0348,19.9729,0.0203,19.6499,0.0108,19.5003,0.0213,19.4855,0.044
1502616539256347136,11.57179658,0.288597013,19.7726,0.0073,19.2489,0.0069,19.0523,0.0351,18.9926,0.0199,18.9465,0.0263
1503091085900019712,16.45512972,0.146016173,18.5833,0.0073,18.2991,0.0056,18.1766,0.0049,18.1902,0.0073,18.1957,0.0209
1503124243047563008,11.29767389,0.464230794,20.6428,0.0237,19.9586,0.0166,19.6747,0.0191,19.568,0.0253,19.5071,0.0299
1503203059990907648,11.70281577,0.182109392,18.9977,0.03,18.7085,0.0041,18.6433,0.0056,18.6694,0.0103,18.663,0.0422
150371374878785792,22.61964667,0.16295875,18.0836,0.0132,17.6284,0.0033,17.4414,0.0035,17.3851,0.006,17.3761,0.008
1503766009943842048,13.01495536,0.267628536,19.8572,0.0096,19.2426,0.0105,19.0052,0.0081,18.9268,0.0127,18.8839,0.0398
1504365454235966848,12.19996275,0.046990404,16.1955,0.0013,16.4207,0.0023,16.6745,0.0039,16.9089,0.0065,17.0624,0.0171
1504443450842002176,20.22566071,0.077818656,17.5339,0.0089,17.2637,0.0031,17.18,0.0043,17.1947,0.0064,17.2129,0.0061
1504453896202493568,14.70583799,0.111571566,17.9853,0.0066,17.7996,0.0055,17.7579,0.0034,17.7892,0.0028,17.8335,0.0081
150577636388844160,11.15207399,0.196377256,18.6194,0.0063,18.4047,0.0073,18.3308,0.0047,18.3308,0.017,18.3642,0.0133
1505825635741455872,29.33199447,0.236962384,18.8736,0.0046,18.9837,0.0109,19.5462,0.0074,19.9659,0.0294,20.0932,0.14
1506805751574450048,10.09764972,0.054565106,16.4123,0.0055,16.4994,0.003,16.6551,0.0024,16.8222,0.006,16.9364,0.0032
1507571286545131648,29.4922838,0.051933425,16.9613,0.0033,16.7547,0.0028,16.7263,0.004,16.7731,0.0018,16.8258,0.0048
1507761291601822464,10.37323589,0.315079225,20.2073,0.0214,19.6283,0.0112,19.3743,0.0087,19.329,0.008,19.2663,0.0209
1508390899448035712,16.37237223,0.204123159,19.3798,0.0126,18.7209,0.0115,18.4502,0.0052,18.3485,0.0077,18.303,0.0194
1508482266288333952,11.31615085,0.074707483,17.2094,0.0062,17.3037,0.0122,17.4448,0.003,17.616,0.0074,17.7481,0.0225
1508988758895110656,10.23274104,0.107331754,17.9552,0.0095,17.9736,0.0058,18.0739,0.0037,18.1939,0.013,18.2678,0.0179
1509745124111150848,11.63407694,0.242527077,19.4305,0.0303,19.0548,0.0069,18.9111,0.0051,18.8904,0.0112,18.8769,0.0402
1509842495314395264,11.16458049,0.332474919,19.9771,0.0116,19.6407,0.0068,19.5136,0.0071,19.4853,0.0264,19.479,0.0372
151015826131149440,15.72597748,0.161857651,18.3194,0.0067,18.0095,0.0069,17.8984,0.0028,17.8938,0.0134,17.8834,0.0188
1512752769450543488,23.60307496,0.053235331,16.5222,0.0021,16.41,0.0037,16.4195,0.0043,16.4866,0.0075,16.4819,0.0154
1512865022715710464,10.80331468,0.097532936,17.9473,0.0061,17.8889,0.0057,17.9333,0.0046,18.0001,0.0055,18.0686,0.0167
1514641897929708800,16.53461451,0.346187571,19.7543,0.0115,19.0014,0.0098,18.7022,0.0072,18.5974,0.0128,18.5499,0.0185
1514736047908364928,11.47581207,0.132034377,17.5785,0.0049,17.6329,0.0051,17.7539,0.0042,17.9081,0.0077,17.9808,0.0108
1514812871987565568,10.18335028,0.673076234,20.5526,0.0226,19.9543,0.0113,19.6727,0.014,19.5939,0.0127,19.5167,0.0333
1515081328918440064,13.94877244,0.098489708,17.1139,0.0206,17.151,0.0054,17.2816,0.0029,17.3987,0.005,17.5074,0.0154
1515219691289797632,11.36522469,0.417915598,20.5261,0.0228,19.7206,0.012,19.4427,0.0102,19.336,0.0119,19.2698,0.024
1515693894335906688,18.09943908,0.093956651,16.798,0.0018,16.8253,0.0026,16.9299,0.0056,17.0809,0.0058,17.1621,0.0049
1515869884914637824,17.02727522,0.276077176,19.4477,0.0112,18.7578,0.007,18.4845,0.0193,18.349,0.0078,18.3259,0.0254
151649557145522048,10.88039752,0.277724857,18.583,0.0052,18.4315,0.0044,18.4198,0.0044,18.4659,0.0075,18.5003,0.0244
151650935831913216,57.488056,0.05903083,16.0364,0.0059,15.6101,0.0008,15.4388,0.0017,15.3845,0.0071,15.3805,0.0051
1517211697121965440,10.97929072,0.60524036,20.5652,0.0048,19.8881,0.0145,19.5871,0.0073,19.4744,0.0171,19.4353,0.0361
1517239773324267904,35.02033925,0.089485077,17.8214,0.0061,17.1146,0.0038,16.8296,0.0041,16.7448,0.0037,16.6857,0.0062
1517475790365881856,10.06379652,0.544944076,20.4933,0.0298,19.7975,0.0152,19.5172,0.0123,19.36,0.006,19.333,0.0358
1517997504338290432,10.30966231,0.385473381,19.6161,0.0225,19.2426,0.0083,19.1149,0.0144,19.0856,0.0158,19.0261,0.0316
1518352719609121280,12.60408365,0.104468051,17.5201,0.0054,17.5352,0.006,17.6133,0.0079,17.7304,0.0062,17.8179,0.0114
1518401299983488256,10.67232502,0.340324119,19.6536,0.0117,19.1627,0.014,18.9762,0.0085,18.9221,0.0167,18.8927,0.0214
1518753178064521728,10.03306849,0.359299496,19.5529,0.0129,19.1775,0.0087,19.0496,0.0096,19.006,0.0183,18.9622,0.0283
1518943638389520384,28.69972076,0.113069196,17.7768,0.0088,17.1988,0.0006,16.953,0.0034,16.9106,0.0162,16.8507,0.0099
1519362376225775744,11.63845823,0.355120126,19.3545,0.0087,18.9599,0.0184,18.8437,0.0068,18.8096,0.0154,18.7715,0.0273
152091973137497216,15.53838656,0.306916522,19.0337,0.0095,18.5975,0.0123,18.4146,0.0065,18.3717,0.0097,18.3515,0.0229
1521599470071180672,14.48495673,0.22248625,18.4554,0.0061,18.219,0.0039,18.1744,0.0061,18.1889,0.0131,18.176,0.0175
1522443933657255936,10.25871526,0.112670385,17.3125,0.0139,17.349,0.0035,17.4514,0.0045,17.5926,0.0072,17.7112,0.0104
1523116177642231808,12.85832385,0.196076828,18.6707,0.0109,18.4574,0.0072,18.427,0.0062,18.4677,0.0058,18.4931,0.0152
1523467402887806336,11.53188741,0.497767199,20.4771,0.0163,19.7666,0.0106,19.4769,0.0143,19.3801,0.0061,19.2869,0.0336
1523586253222618112,10.66948935,0.29531995,19.4517,0.0237,19.1452,0.0101,19.0473,0.0075,19.0283,0.0109,19.0477,0.0234
152371871863155840,20.7879249,0.060955237,14.9959,0.0024,15.1239,0.0114,15.3259,0.0055,15.541,0.0047,15.6641,0.0052
1523861990123367808,10.94756952,0.377474136,20.5408,0.0166,19.6381,0.0137,19.2874,0.0067,19.3331,0.0235,19.4193,0.0303
1524205557443256192,24.08154556,0.146771228,18.6477,0.0073,17.9077,0.0029,17.621,0.0044,17.5189,0.0069,17.4808,0.0073
1525359868557998336,12.84986934,0.230579099,19.3008,0.0184,18.8113,0.01,18.6459,0.008,18.5779,0.0118,18.5184,0.0277
1527224404056238848,16.1557908,0.362217488,19.8241,0.0079,19.0346,0.0087,18.7021,0.0102,18.6235,0.0202,18.5417,0.0209
152740654933891072,13.65915724,0.073516399,15.6179,0.0031,15.8682,0.0036,16.1209,0.0022,16.3288,0.0027,16.4467,0.0091
1527940564084210816,15.27324962,0.106981206,17.8772,0.0064,17.7346,0.0072,17.7364,0.005,17.7931,0.0085,17.8577,0.0099
1528190393741232000,11.09112901,0.075985829,16.3148,0.0034,16.5131,0.003,16.7476,0.0032,16.9582,0.005,17.0847,0.006
1528722694807934720,10.3046489,0.409669996,20.2064,0.0173,19.6306,0.0139,19.3907,0.0102,19.3178,0.0174,19.302,0.0363
1528861748669458432,21.14008246,0.849069494,20.1367,0.0205,20.3674,0.0262,20.7966,0.0162,20.9635,0.0549,20.928,0.1884
1528964789228265728,11.78775196,0.248871244,19.469,0.0099,19.1064,0.0087,18.9913,0.0079,18.9629,0.0081,18.9447,0.014
152931141027253888,15.46272052,0.25002228,18.4965,0.0052,18.2329,0.0037,18.1683,0.0038,18.1901,0.0084,18.2257,0.0059
1529609897612606592,12.04361439,0.139983046,18.4133,0.0086,18.1951,0.0064,18.1364,0.0079,18.1519,0.0064,18.1416,0.0155
1529995065983144064,10.58685277,0.284091877,19.7468,0.0154,19.2775,0.0116,19.0579,0.0053,18.9807,0.0137,18.9468,0.0292
153007870619276032,16.60040141,0.134767505,17.5325,0.0052,17.4155,0.0067,17.4333,0.003,17.5082,0.0064,17.5839,0.0083
1531097433767946240,26.95486711,0.169660363,19.1079,0.0297,18.3519,0.0149,18.0612,0.0079,17.9465,0.0133,17.8866,0.0055
1531580424311162880,14.05025359,0.225853754,18.8599,0.009,18.5246,0.0047,18.3938,0.0056,18.3648,0.0087,18.3848,0.0153
153233987761335680,10.10067288,0.606536421,20.1601,0.0164,19.5891,0.0145,19.3108,0.0077,19.1855,0.0101,19.2271,0.0566
1532708866839099648,10.87382227,0.235916187,18.6415,0.0044,18.5922,0.0086,18.625,0.0043,18.753,0.0119,18.8042,0.0156
1533299819978845312,11.12401027,0.219615045,18.7796,0.0076,18.5175,0.0054,18.44,0.0076,18.4544,0.0096,18.4734,0.0085
1533421728330980096,12.27233316,0.355283003,20.1117,0.0106,19.4375,0.0114,19.1664,0.0064,19.0723,0.014,18.9851,0.025
1533514911941019008,12.56182502,0.110471904,17.1676,0.0034,17.2441,0.0023,17.4001,0.0042,17.5584,0.004,17.6453,0.0086
1533568375694548480,15.96078725,0.224273034,18.8832,0.01,18.4674,0.0102,18.3159,0.0049,18.2875,0.0069,18.2281,0.018
1533950318546008448,16.56423026,0.470039396,0,0,0,0,0,0,0,0,0,0
1534049549469960192,18.88917604,0.319164938,19.7271,0.0107,18.889,0.0047,18.4994,0.005,18.4029,0.0086,18.3127,0.0154
1534384148897669248,27.65903986,0.088217913,17.7326,0.0125,17.0886,0.0093,16.8889,0.0042,16.9162,0.0159,16.9493,0.005
1534510211124352,16.85202579,0.297354921,19.3207,0.0149,18.6241,0.0076,18.3621,0.0054,18.2821,0.0063,18.2146,0.0185
1534719152051775616,10.31958187,0.307401577,18.9544,0.0074,18.6741,0.0105,18.5972,0.0084,18.616,0.0128,18.5986,0.0284
1534778323816310912,10.58823467,0.053390046,15.59,0.006,15.9248,0.0018,16.2343,0.0059,16.501,0.0053,16.654,0.0049
1534836250044023168,13.70111306,0.240192273,18.9848,0.0073,18.57,0.0134,18.4302,0.0072,18.4131,0.008,18.4183,0.0176
1536034236678159232,10.93074902,0.114421185,17.6176,0.0055,17.6036,0.004,17.6851,0.0035,17.7883,0.0045,17.8638,0.0084
1537203704733382016,12.92992234,0.219956527,18.7956,0.0046,18.422,0.0072,18.2867,0.0025,18.2314,0.0083,18.2158,0.0111
1537367257087358592,10.82624599,0.285719021,19.223,0.0139,18.9437,0.0069,18.9122,0.0084,18.9201,0.0111,18.9596,0.0196
1537401449322419200,13.47587657,0.10206003,16.0504,0.0017,16.221,0.0041,16.4349,0.0024,16.6358,0.0026,16.7737,0.0045
1537794524729363712,26.76233894,0.048674454,15.8248,0.0038,15.7623,0.0031,15.7998,0.0121,15.8627,0.0031,15.9273,0.0064
1538365922883198336,14.28519524,0.349069273,19.2984,0.0117,18.7756,0.01,18.594,0.0094,18.5349,0.0108,18.4902,0.0145
1538625407627245056,20.73864288,0.111359086,17.6691,0.0033,17.5045,0.0055,17.4742,0.0038,17.5208,0.0032,17.5577,0.0095
